NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,F,710.2,466.8,511.1,578.4,786.7,936.9,1232.5,1478.5,1499.2,1065.8,1320.8,1691.3,2238.3,2545.4,2611.2,2671.1,2707.7,2628.6,1894.9,1472
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,G-I,3840,2934.5,3420.8,3743,4456.6,5565.5,6202.4,7001.7,7575.1,5928.4,7105.6,7434.1,8487.9,8851,8965.7,10046.8,9997.5,10097.7,9192.2,9382.9
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,J,157.7,135.5,158.1,169.1,196.1,263.5,263.4,325,345.4,302.2,371.8,379.3,476.3,485.3,466,531.4,482.2,440.6,387.5,413.7
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,K,359.3,348.1,185.9,152.7,172.4,212,193.5,255.5,325.8,423.9,446.7,399.8,484.6,550.4,521.6,624.9,711.2,657.8,512.8,520.9
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,L,1014.2,783.2,794.4,864.9,1039.5,1386,1761.5,2121,2317.3,2295.4,2696.7,2496.5,2731,2748,2598.4,2742.1,2797.9,2509,2093.7,2107.6
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,M-N,286.5,236.9,301.2,330.2,394.4,530.4,584.3,696.6,770.2,715.1,825.7,869.9,1013.8,1145.4,1180.3,1371.2,1497.3,1611,1294.7,1408.1
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,O-Q,1218.3,960.5,1114.9,1265.1,1467,1750.2,1909.7,2237.8,2354.6,2322,2852.7,2796.1,3240.2,3335.2,3339.4,3574.3,3822.6,3443.1,3145.5,3485.6
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,R-U,178.4,130.4,167.6,203.8,207.6,249,281,325.8,363.4,319.9,421.7,452.6,471.8,498.4,486.3,516.9,552.9,605,467.6,502.1
TR51,Ankara,Million EUR,A,801.2,527.6,686,730.3,818.8,971.3,870,777.5,923.3,1064.2,1303,1234.1,1194.2,1207.1,1051,1257.1,1226.2,1086.4,1021.6,1081.6
TR51,Ankara,Million EUR,B-E,4215.7,3076.4,3317.1,3693.2,4261.6,5473.5,6126.9,6906.4,7560.5,6623.6,8333.5,8664,9864.8,11095.7,10586,11049.3,11051,11152.9,10632.3,11578.3
TR51,Ankara,Million EUR,F,2611.9,1716.9,1879.9,2127.3,2893.1,3669.1,4439.5,5542.8,5779.7,4207.5,5663.7,6842.6,6818.2,8180.3,7437.6,7781.9,8548,8179.8,5732.8,5016
TR51,Ankara,Million EUR,G-I,5392.2,3997.8,4720.4,5159.2,6089.3,7445.8,8065.5,9428.7,9931.8,7995.7,9576.1,9763.7,11602.5,12202.1,12009.6,13636.7,14497.6,12667.2,10554.1,11394.8
TR51,Ankara,Million EUR,J,1030.5,858.6,1004.7,1082.7,1249.6,1667.1,1792,2127.4,2221,1959.1,2308.4,2209.1,2649.6,2799.6,2647.1,3096.2,3140.9,3242.3,3107,3257.4
TR51,Ankara,Million EUR,K,2162.4,1918.8,1257.9,1121.9,1277.4,1625.9,1420.1,1546.3,1728.3,2193.4,2032.3,1777,2199.4,2474.9,2176.6,2329.4,2485.6,2331.7,1760.4,1716.9
TR51,Ankara,Million EUR,L,1954.9,1438,1604,1810.5,2167.7,2849.2,3158.8,3753.2,4062.3,3823.3,4589.6,4256.8,4593.2,4528.9,4286.5,4432.9,4449.2,4046.6,3318.7,3382.8
TR51,Ankara,Million EUR,M-N,891.8,707.1,974.5,1104.8,1316.5,1655.1,1887.6,2344.3,2581.5,2418.2,2849.4,3044,3557.7,3973.6,4037.7,4725.5,5038.9,5136.6,3829.3,3836.2
TR51,Ankara,Million EUR,O-Q,4219.5,3288.3,3834.6,4354.9,5015.2,5888.9,6367,7328,7714.7,7606.8,9253.3,9025.9,10472.7,10676.4,10690.5,11277.1,12025.5,10826.6,10019.8,11047.6
TR51,Ankara,Million EUR,R-U,644.3,466.5,602.1,733.4,741.8,1014.9,1351.9,1787.3,2113.1,2126.9,2613.4,2684.5,2998.3,3404.4,3335.7,3597.2,3571,3078.3,2741.7,4245.4
TR52,"Konya, Karaman",Million EUR,A,1611.2,1061,1379.7,1468.9,1646.8,1933.8,1828.3,1962.8,2055.7,2185.4,2444.5,2807.6,3112.8,3394.6,3304.7,3627.5,3282.1,3188.1,2980.5,3362.2
TR52,"Konya, Karaman",Million EUR,B-E,1344.7,981.3,1058.1,1178,1359.3,1656,1757.6,1958.2,2046.4,1840.5,2257.2,2480.5,3049.4,3227.2,3284.6,3662.6,3663.5,3730.5,3488.6,3575.1
TR52,"Konya, Karaman",Million EUR,F,224,147.2,161.2,182.4,248.1,325.3,375.1,474.1,524,359.3,549.8,650.6,860.1,1025.7,1084.5,1213.4,1344.2,1279.5,885.5,654.2
TR52,"Konya, Karaman",Million EUR,G-I,1264.6,985.7,1107.2,1221.7,1473.3,1817.7,1993.4,2311.2,2446.1,1917.4,2453.8,2528.2,2962.2,3013.5,3060.9,3235.6,3250.8,3208.9,2828.5,2928
TR52,"Konya, Karaman",Million EUR,J,59.3,52.9,57.4,62.5,74.3,98.2,101.4,122.6,122.7,111.3,111.5,106.1,118.3,122.6,119.2,115.3,100,99.9,79.6,77.4
TR52,"Konya, Karaman",Million EUR,K,197,194.4,102.4,86.4,99.4,123.6,112.5,131,154.2,189.8,187.8,181.3,231.7,276.8,262.3,309.6,349.4,334.3,250,253.5
TR52,"Konya, Karaman",Million EUR,L,507.7,397.1,394.8,435.8,529.6,727.4,897.5,1113.3,1191.7,1136.4,1331.7,1217.9,1333.6,1320.9,1264.7,1365.8,1385.6,1233.9,1019,1025.5
TR52,"Konya, Karaman",Million EUR,M-N,125.6,105.8,130.6,145.3,176.1,222.5,254.2,314,344.3,321.3,352.6,355.3,468.3,490.4,509.4,590.1,656.3,659.7,494.8,461.3
TR52,"Konya, Karaman",Million EUR,O-Q,743.8,592.1,670.8,768.9,895.3,1087.2,1195.2,1393,1475,1450.6,1782.2,1749.1,2022.1,2073.9,2057.1,2183.2,2351,2107.8,1926.8,2122.8
TR52,"Konya, Karaman",Million EUR,R-U,82.7,61.4,76.4,94,96.4,110.4,125,153.9,160.8,137.9,173.4,186.3,213,203.1,209.7,207.3,211.5,203.4,177.7,188.8
TR61,"Antalya, Isparta, Burdur",Million EUR,A,1860.9,1225.5,1593.7,1696.7,1902.5,2293.4,2272,2640.7,2633.6,2623.8,4172.1,3605,3703.5,3254.1,3111.1,3265.9,3045.7,2917.6,2292,2766.6
TR61,"Antalya, Isparta, Burdur",Million EUR,B-E,1056.6,771.1,831.4,925.8,1068.3,1386.1,1525.8,1735.5,1787.6,1570.3,1974.7,2144.9,2417.9,2696.8,2867.2,3059.3,2990.4,3035.3,2842.6,2839.6
TR61,"Antalya, Isparta, Burdur",Million EUR,F,620.3,407.7,446.5,505.2,687.2,853.9,1042.6,1284.3,1384.5,1026,1211.6,1361.8,1687.8,1882.5,1848.5,2034.7,2203.3,1752.6,1318.1,1107.9
TR61,"Antalya, Isparta, Burdur",Million EUR,G-I,3301.6,2512.5,2905.6,3207.1,3809.3,4664,5097.9,5617.1,5915.6,5179.8,6461.7,7280.4,8231.1,8693.2,8854.2,9286.7,7125.7,7821.2,8704.6,9652.5
TR61,"Antalya, Isparta, Burdur",Million EUR,J,120.4,102.6,117.4,128.1,147.6,194.7,207.8,241.8,247,219.2,223.3,214.5,237.2,236.5,224.8,233.5,228.6,213.6,173.7,200.5
TR61,"Antalya, Isparta, Burdur",Million EUR,K,446.1,434.3,215.4,175.8,196.8,243.1,229.9,274.3,331.4,445.1,444.3,427,533.9,606.3,589.9,685.5,757.3,698.4,539.1,541.9
TR61,"Antalya, Isparta, Burdur",Million EUR,L,1456.7,1121,1114.3,1219.3,1459.7,1772.7,2067.7,2403.1,2498.7,2302.5,2676.2,2452.2,2674.5,2669,2574.5,2737.9,2785.9,2376.8,1962.4,1998.3
TR61,"Antalya, Isparta, Burdur",Million EUR,M-N,436.8,359.1,448,494.3,588.1,748.2,848.8,1095.9,1149,1070.9,1365.9,1518.6,1730.6,1790.2,1959.8,2282,1950.6,2171.9,2219.4,2485.4
TR61,"Antalya, Isparta, Burdur",Million EUR,O-Q,1002.9,788.3,901.4,1031.6,1199.5,1456.1,1592.7,1864.3,1975.4,1957.6,2430.8,2408.8,2798.9,2933.6,2904.1,3106.5,3298.6,2973.3,2781.5,3115.3
TR61,"Antalya, Isparta, Burdur",Million EUR,R-U,201.6,147.1,186.9,228.9,233.4,270.2,329.3,418.2,445.9,419.5,512.3,524.6,613.7,643.2,668.4,672.2,588.6,622.1,615.8,698.2
TR62,"Adana, Mersin",Million EUR,A,1988.4,1309.4,1702.6,1812.6,2032.1,2607.7,2498.7,2878.8,2874.5,2715.4,3419.8,3085.4,3126.9,2845,2775.1,3126.9,3031.1,2885.6,2423.2,2879.7
TR62,"Adana, Mersin",Million EUR,B-E,1758,1282.9,1383.3,1540.2,1777.2,2179.6,2372.1,2797.5,2874.4,2452.8,3280.9,3628.6,4251.5,4495.7,4591.7,4989.4,5009.3,5030.8,4553.4,4656.9
TR62,"Adana, Mersin",Million EUR,F,466.3,306.5,335.6,379.8,516.4,694.4,809.7,990.4,1070.6,776.4,1124.9,1346.5,1630.2,1757.8,1754.6,1908.5,2053.2,2082.8,1467.6,1156.8
TR62,"Adana, Mersin",Million EUR,G-I,3396.3,2604.2,2968.1,3263.4,3893.6,4667.6,5092.7,5490.1,5929.1,4814.9,5651.8,5780.5,6740.8,7004.7,6875,7655.1,7841.1,7316.6,6459.3,6976.1
TR62,"Adana, Mersin",Million EUR,J,124.4,108.2,119,128.8,150.2,201.4,216,255,254.5,237.1,251.1,232.8,271.1,251.7,225.8,245.4,230.2,215.5,170.9,181.6
TR62,"Adana, Mersin",Million EUR,K,434.1,405,234.4,203.6,233,285,268.7,314.2,370.3,513.1,499.9,475.6,572.1,630.7,620.8,704.7,767,719.6,555.8,560.1
TR62,"Adana, Mersin",Million EUR,L,679.5,520.8,528.2,589.1,713.9,926,1093.3,1315.3,1431.8,1439.3,1755.5,1625.9,1786.4,1775.2,1696.1,1814.7,1833.1,1678.7,1364.4,1378.4
TR62,"Adana, Mersin",Million EUR,M-N,229.7,187.9,240.6,270.7,325.9,400.4,458.5,570.4,612.9,583.3,670.2,673.5,854.2,907.1,919.7,1045.4,1169.2,1151.6,1002.1,1096.5
TR62,"Adana, Mersin",Million EUR,O-Q,1275.4,1006.2,1141.5,1305.3,1512.6,1806.5,1982.4,2308.7,2459.1,2426.2,2957.9,2907.2,3381.3,3447.7,3435.4,3660.3,3914.3,3548.3,3197.9,3533.7
TR62,"Adana, Mersin",Million EUR,R-U,151.8,111.4,139.4,170.9,174,201.8,241.7,297.4,333.8,311.1,397.3,420.5,465.8,484.4,460.7,457.7,488.4,452.9,366.8,402
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,A,1402.3,923.4,1200.7,1278.3,1433.1,1815.7,1555.1,1739.4,1896.7,1729.1,2241.8,2113.2,2042.5,1830.3,1693.1,2035.7,1679,1585.9,1307.5,1492.7
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,B-E,1479.6,1079.7,1164.2,1296.1,1495.6,1886.6,2006.7,2376.2,2714.1,2219.6,3293.5,3634.2,3634.2,4288.6,4218.9,4352.2,4803.2,5464.3,5445.4,4886.8
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,F,316,207.8,227.6,257.6,350.4,456.9,535.7,685.9,761.9,539.6,808.2,877.9,1064.3,1196.6,1215.4,1316.4,1323.9,1240.2,834.6,652.7
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,G-I,1455.6,1126.3,1281.2,1409.6,1690,2045.9,2205.6,2549.5,2572.6,2201,2365.9,2416.1,2977.4,3105.9,3096.7,3570.8,3713.5,3505.4,3067.2,3238.2
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,J,48.7,43.6,47.6,51.7,61.1,83.5,79.8,97.2,101.6,88.7,87.1,73.3,72.8,64,65.9,73.5,74.2,63.4,52.1,55.7
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,K,188,189,97.1,79.7,90.8,109.8,99.1,115.4,136,164.8,163,154.4,193.7,217.6,210.9,238.4,265.9,257.5,198.1,198
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,L,661,515.4,515.6,565.5,682.4,865.6,862.8,1044.6,1193.9,1219.8,1514.1,1435.6,1586.8,1602.2,1534,1726.8,1740.4,1535.6,1220,1209.1
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,M-N,116.4,99.1,120.5,132,158.8,194.2,212.5,267.4,294.8,276.6,315.2,299.3,392.8,413.2,440.4,514.1,629.4,625.8,459.8,441.5
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,O-Q,837.5,662.5,757.4,866.9,1005,1238.1,1346.8,1580.4,1671.3,1658.9,2045.4,2004.3,2318.7,2388.3,2404.4,2600.4,2806.8,2562.7,2398.7,2717.3
TR63,"Hatay, Kahramanmaras, Osmaniye",Million EUR,R-U,85.9,63.3,79.8,98.2,100,112,133.4,154.5,174.2,148.4,192.5,202.3,224.9,232.8,219.7,235.9,248.7,222.2,189.8,201.4
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,A,1207,794.8,1033.6,1100.4,1233.7,1410.5,1227.1,1326.3,1310.6,1521.2,2004.8,1885.8,1897.1,1895,1907.1,2276.5,1891.6,1889.1,1753.3,1923.1
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,B-E,660.6,482.1,519.8,578.7,667.8,845.7,950,1088.9,1202.9,943.1,1264,1434.2,1597,1630.9,1583.6,1749.5,1700.7,1911.4,1743.6,1645.5
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,F,175.6,115.4,126.2,142.7,194.1,235,285.7,368,411.6,269.1,404.9,441.7,527.6,557.2,571.7,714.6,829.1,773.6,551.1,399.8
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,G-I,619.2,489.3,538.9,596.8,724.5,881.8,983.8,1106.4,1177.5,940.3,1212.3,1273.2,1452.5,1497.9,1572,1627.2,1626,1646.8,1488.1,1587.8
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,J,35,31.6,33.4,36.4,43.6,58.2,55.1,66.7,68.3,60.4,58.6,54.1,52.7,42.5,44.3,50.4,47.2,38.7,29.1,29.6
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,K,132.9,132.9,72.5,61.4,70.9,90.3,80.9,91.8,105.3,128.1,124,117.2,145.5,155.1,146.3,173,189.7,177.8,135.1,136.5
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,L,383.5,300.6,302.8,335.3,407.1,536.1,586.2,686.4,720.5,661,802.1,768.3,849.7,865.4,825.3,890.4,894.7,748.3,592.8,582.5
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,M-N,49.2,43.2,51.7,57.8,70.7,89.2,99.1,128,142.1,133.5,154.9,167.6,209.4,216.8,237.8,260.4,286.5,294.5,205.1,217.5
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,O-Q,565,449.8,509.9,584.6,679.8,836.8,915.5,1067.3,1131.9,1122.3,1367.1,1341.3,1548.1,1579.8,1571.6,1660.6,1770.5,1569.6,1434.6,1576.5
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million EUR,R-U,56.2,41.8,51.9,64.1,65.5,73.6,85.4,102,112.4,100.8,133.3,134.3,135.7,142.6,139.8,142.1,157.1,152.3,134.8,150.4
TR72,"Kayseri, Sivas, Yozgat",Million EUR,A,1148.5,756.3,983.4,1047,1173.8,1435.2,1247,1313.1,1379.8,1442.7,2088.8,2039.4,2119,2076.9,1934.3,2143.8,1859.2,1731.7,1485.6,1499.3
TR72,"Kayseri, Sivas, Yozgat",Million EUR,B-E,1623,1184.4,1277,1421.9,1640.7,2186.7,2400.6,2662.3,2716.3,2143.1,2629.7,2866.3,3286.8,3499.8,3522.6,3636.9,3679.6,3768.3,3425.6,3688.8
TR72,"Kayseri, Sivas, Yozgat",Million EUR,F,376.8,247.7,271.2,306.9,417.4,550.9,622.4,779.1,824.1,659.8,952.4,1153.6,1240,1273.7,1428.9,1714,1865,1503,1039.3,776.1
TR72,"Kayseri, Sivas, Yozgat",Million EUR,G-I,1474.7,1134.5,1300.5,1426.9,1706.6,2057.5,2250.3,2437.5,2602.4,1996.1,2470.1,2444.7,2885,2956.9,2843.4,3041,3146.7,3112.7,2661.4,2755
TR72,"Kayseri, Sivas, Yozgat",Million EUR,J,59,51.5,57.7,62,72.7,96.1,94.9,112.9,115.4,103.1,110.2,101.8,129.9,145.4,149,136.9,132.6,131.9,128,129.9
TR72,"Kayseri, Sivas, Yozgat",Million EUR,K,246.4,238.5,132.5,111.4,126.9,154.4,140.6,163.4,190.5,232.2,224.4,214.1,267.4,295.6,281.9,338,369.4,360.7,270.8,276.4
TR72,"Kayseri, Sivas, Yozgat",Million EUR,L,637.3,492,502.8,553.6,667.6,763.5,916,1153,1213.6,1241.1,1502.2,1357.5,1475.7,1455.3,1408.3,1494.3,1496.6,1358.7,1161.7,1193
TR72,"Kayseri, Sivas, Yozgat",Million EUR,M-N,126.9,105.7,134.1,148.2,178.1,222.9,258.9,321.8,343.2,322.9,376.4,379.7,451.4,504.1,529.8,618.5,697.2,655,472.2,454.6
TR72,"Kayseri, Sivas, Yozgat",Million EUR,O-Q,937.9,739.5,849.6,969.4,1123.6,1351.7,1481.5,1724.3,1833.4,1802.1,2200.7,2138,2467.4,2514.7,2495.6,2638.1,2797.5,2498.7,2288,2531.3
TR72,"Kayseri, Sivas, Yozgat",Million EUR,R-U,115,84.3,107.2,131.2,133.6,153.8,174.2,202.8,218.3,190.3,227.9,247.6,262.7,287.7,293.6,304.3,312.8,293.3,250.1,271.4
TR81,"Zonguldak, Karabük, Bartin",Million EUR,A,276,181.7,236.4,251.7,282.1,350,354.8,413.9,372.9,335.2,461.5,450.9,511.2,416.6,431.7,467.2,455.4,432.4,321.1,387
TR81,"Zonguldak, Karabük, Bartin",Million EUR,B-E,574.1,418.9,451.6,502.7,580.1,727.3,839.3,950.9,1036.7,789,1475.3,1824.3,1601.4,1882.8,2077.9,1987.7,1861.9,2295.4,2264.1,1774.4
TR81,"Zonguldak, Karabük, Bartin",Million EUR,F,121.1,79.6,87.2,98.7,134.2,185.9,216.8,264.7,291.4,212.2,258.8,307.7,402.1,516.3,511.7,559.2,521.5,510.9,383.4,250.9
TR81,"Zonguldak, Karabük, Bartin",Million EUR,G-I,590.5,445.8,522.7,573.6,684.1,839.3,931.8,989,1071.9,840.8,1001,1016.5,1159.2,1128.5,1146.3,1186.1,1226.2,1215.8,1068.5,1066.9
TR81,"Zonguldak, Karabük, Bartin",Million EUR,J,26.2,22,25.9,27.9,32.4,43.6,42.5,50.7,51.9,46,47.2,40.8,41.1,35.7,32.7,35.6,36.7,36,26.1,26.9
TR81,"Zonguldak, Karabük, Bartin",Million EUR,K,118,114.1,64.6,53.7,60.6,71.8,66.4,74.7,86,105.5,100,93.6,114.1,119.9,111.3,130.5,146.4,134,100.1,97.6
TR81,"Zonguldak, Karabük, Bartin",Million EUR,L,385.6,295.1,306.4,336.7,404.5,504.9,557,639.1,629.4,639.6,732,686.3,760.2,758.6,730.1,779.3,777.1,657.4,524.4,509.7
TR81,"Zonguldak, Karabük, Bartin",Million EUR,M-N,46.6,38.7,49.8,54.3,64.7,80.8,93.3,121.9,126.2,117.3,134.5,142.2,159.4,172.4,175.4,208.6,234.5,235.4,152.9,157.2
TR81,"Zonguldak, Karabük, Bartin",Million EUR,O-Q,371.5,289.6,337.2,384.7,445.6,538.7,593.7,691.6,736.6,714,866.9,840.2,968.1,988.6,983.4,1026.9,1095,974,890.3,985.7
TR81,"Zonguldak, Karabük, Bartin",Million EUR,R-U,50.4,36.5,47,57.6,58.5,67.3,73.8,82.6,88.9,75.1,98.7,108.4,115.5,114.9,110.2,111.4,117.6,108.7,93.8,99.1
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,A,640.7,421.9,548.6,584,654.7,750.1,745.1,808.5,832.6,759.4,1043.6,1011.3,1059.8,1020.6,914.1,979.6,956.8,903.4,689.5,794.1
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,B-E,232.8,169.9,183.2,204,235.4,290.8,313.2,376,423.3,375.8,489.3,520.3,610.9,599.1,635.6,696.9,726.4,734.9,736.2,813.4
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,F,111.7,73.4,80.4,90.9,123.6,159.4,209.9,253.1,287.3,213.4,300.1,346.7,369.5,392.6,345.2,406.3,391.6,359.7,258.7,197.2
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,G-I,345.2,269,299.7,332.1,401.9,478.3,521.5,586.5,623.2,505.7,623.8,651.9,727.1,716.9,740.4,747.2,778.7,744,681.8,710.1
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,J,25.5,22.2,24.6,26.7,31.6,42,41.4,49.1,49.4,43.9,32.8,28.5,29.6,26.9,24.1,22.7,25.6,22.1,15.4,17.1
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,K,91.3,90.4,48.2,40.4,46,55.4,49.2,54.6,62.2,74.7,70.1,65.9,80.5,83.2,77.2,92.9,104.4,99.8,75.4,78.4
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,L,283.4,219.9,221.9,244.7,295.7,358.6,353.8,409.1,425.9,386.8,463,438.4,503.1,527,520.3,556.3,569.6,489.7,386.3,386.2
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,M-N,47.6,40.2,49.5,54.7,65.9,79,88.7,117.7,143.4,134.7,167.1,102.5,133.7,154.2,244,284.9,261.2,219.1,163,154.8
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,O-Q,344.9,273.3,310.8,355.8,414.8,497.2,542.4,632.1,667.7,655.1,795.8,776.7,891.5,899.6,886.8,926,974,874.7,818.8,919.5
TR82,"Kastamonu, Çankiri, Sinop",Million EUR,R-U,51.7,38,48,58.8,60,66.6,76,91.2,96.5,79.5,98.8,108.2,108.6,116.6,110.8,110,111.8,100,85.6,93.5
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,A,1760.2,1159.1,1507.1,1604.5,1798.8,2220.5,2109.2,2066.8,2571.3,2292.8,3169.2,2868.5,2977.1,2625.4,2406.5,3121.5,2698.3,2488,2019.1,2355.3
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,B-E,813.2,593.4,639.9,712.5,822.2,1035.5,1128.7,1288,1392.4,1270.6,1609.7,1707,1937.7,2026,2052.7,2287.9,2302.1,2298.1,1931.6,2074.5
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,F,269.6,177.3,194.1,219.6,298.7,401.7,516.1,633,718.2,509.9,758.2,843.4,1016.9,1068.1,1002.4,1016.9,1160.9,1162.7,803.1,560.4
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,G-I,1465.4,1129,1276.2,1409.3,1695.1,2072.1,2261.6,2477.4,2628.2,2051.2,2486.8,2598.6,2899,2921.4,2940,3177,3270.4,3191.1,2692.9,2853.2
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,J,68.8,60.1,65.7,72,85.1,113.2,116.5,139.6,141.2,126.3,136.1,124.6,136.3,132.2,134.1,141.6,133.5,135.5,109.8,117.8
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,K,291,285.2,158.7,133.9,152.7,184.4,166.8,189.8,220.3,283,272.4,253.9,311.7,345.8,334.5,399.2,451.1,429.7,332,330.9
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,L,872.8,674.8,688.9,761.6,920.2,1131.3,1225.4,1392.8,1568.7,1472.1,1702.5,1562.5,1723.9,1682.7,1604.7,1755.1,1732.5,1473.6,1193.7,1178.2
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,M-N,105.7,89.7,110.9,122.8,148.7,195.4,218.9,279,309.3,290.7,331.7,341.2,425,457.3,521.4,559.2,597.6,583.8,435.7,418
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,O-Q,1041.7,821.3,937.8,1074.4,1247.7,1511.1,1653.9,1936,2057.2,2015.7,2474.6,2410.1,2788.2,2839.3,2818.8,2975.4,3170.4,2825.8,2576.3,2835
TR83,"Samsun, Tokat, Çorum, Amasya",Million EUR,R-U,120.1,88.1,110.8,136.4,139.2,154.3,179.5,217.9,226.9,193.4,237.4,246.4,288.9,303,304,305,314.4,299.5,248.7,271.9
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,A,1097.2,722.5,939.3,1000.1,1121.1,1712.4,1718.3,1711.7,1834.3,1415.5,2029.6,1741.4,2040.5,1791.4,1658.9,2881.4,1829.3,1932.5,1518.2,1991.4
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,B-E,764.9,558.2,601.8,670.2,773.4,1008,1061,1229.9,1325.2,1221.1,1531.6,1765.1,1989.9,2121.2,2238.1,2568.1,2508,2358.1,2003.4,2256.5
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,F,451,296.4,324.5,367.1,499.2,651.9,807.9,964.3,1023,730.6,924.4,1083.2,1221.5,1316.5,1242.7,1374,1375.9,1472.2,1135.9,1005.1
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,G-I,1377.9,1045.9,1207.5,1329.5,1584.4,1913.2,2088.1,2313.9,2450.4,1955.1,2397.2,2445.9,2847.1,2900.3,2936.2,3001,3036.1,2978.9,2643.9,2753.2
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,J,117.2,99,113.9,123.2,143,187.9,192.2,231,237.2,218.5,209.4,177.5,179.1,165.7,154.4,158.2,153,135.7,107.7,107.3
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,K,290.8,284.5,160.1,133.9,150.7,182.1,164.7,187.2,217.6,271.1,258.7,240.6,296,324.3,305.8,362.7,407.6,385.7,296.7,310.3
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,L,979.1,753.5,777.9,856.5,1027.8,1284.3,1422.4,1620,1727.5,1693.1,2062.1,1933.4,2145,2125,2040.2,2287.9,2310.5,1921.6,1541.5,1525.8
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,M-N,94.7,80.4,100.9,110.2,130.8,165.7,196.4,241.1,263.1,247.4,292.6,303.2,392.3,410.7,426.2,482.5,540.4,562.2,412.4,396.6
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,O-Q,1006.7,789.1,911.5,1042,1203.4,1461.9,1603.1,1879.5,1995.5,1963.5,2389.1,2333.5,2679.9,2715.2,2674.7,2825.6,3001.3,2674.2,2445.1,2707
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million EUR,R-U,121.7,88.4,113,138.5,140.3,164.8,184.4,220.8,237.1,215.3,262.1,288.6,348,338.1,354.5,366.3,367.9,353.4,308.6,346.5
