NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SI04,Zahodna Slovenija,Million EUR,A,197.5,193.3,220.6,177.7,197.8,212.2,204.8,222,217.9,206,215.1,244,220.7,223.6,240.1,258.8,267.9,264.1,321,314.8
SI04,Zahodna Slovenija,Million EUR,B-E,2311,2482.2,2613.9,2807.6,2932.5,3011.8,3246.1,3567.4,3575.7,3117.1,3181.2,3342,3409.8,3544.7,3719.4,3907.1,4099,4462.5,4687,5047.9
SI04,Zahodna Slovenija,Million EUR,F,642,639,656,721.1,746.8,840.3,989.5,1273.2,1413.1,1301.2,1051.1,969.8,894,785.5,880,859.5,852.6,943.3,1121.4,1214.3
SI04,Zahodna Slovenija,Million EUR,G-I,2121.5,2313.7,2511.7,2704.8,2864.4,3059.1,3390.3,3877.7,4286.9,3990.1,3926.8,4015.9,3915.5,3966.9,4091.4,4338.6,4597.6,4977.1,5390.2,5643.1
SI04,Zahodna Slovenija,Million EUR,J,558.3,625.5,622.7,677.6,741.6,828,908.5,1009.5,1079.7,997,1041,1056,1086.9,1074.8,1136,1107,1134.6,1217.7,1271.8,1402.4
SI04,Zahodna Slovenija,Million EUR,K,585.1,570.3,622.4,721.2,745.3,791.7,914.2,987.8,1119,1181.9,1194.5,1161.3,960.2,898.7,949.8,1015.1,1028.4,1073.8,1149.8,1219.5
SI04,Zahodna Slovenija,Million EUR,L,700.8,746,804.9,815.5,853.2,920.7,972.1,1042.7,1161.4,1276.2,1229.9,1196.7,1157.4,1242.1,1223.4,1285.8,1342.7,1383.8,1452.4,1500.9
SI04,Zahodna Slovenija,Million EUR,M-N,866.7,1006.6,1167.4,1287.9,1385.5,1351.8,1507.7,1745.2,1964.6,1900.9,2006.2,2035.9,1989.5,2009,2174,2272.9,2372.3,2574.5,2802,2871.1
SI04,Zahodna Slovenija,Million EUR,O-Q,1798.8,1981.7,2102.6,2259.5,2382.3,2514.4,2632.5,2767,3028.5,3204.8,3316.9,3354,3339.8,3237.3,3180,3165.8,3358.3,3533.9,3743.4,4002.3
SI04,Zahodna Slovenija,Million EUR,R-U,444.9,464.8,461.8,483.8,525.1,570.1,581.3,599.9,632.4,634.2,639.5,648.6,628.8,613.1,605.7,609.4,656.1,672.4,698.5,746.7
SK01,Bratislavský kraj,Million EUR,A,27.3,24.9,27.3,28.2,30.1,35.8,60.9,91.2,127.3,109.8,87.4,110,118.5,139.5,210.4,175.8,174.9,185.5,196.2,177
SK01,Bratislavský kraj,Million EUR,B-E,1015.2,1057.2,1101.9,1290,1524.4,2016.4,1869,2362.8,2606.7,2116.4,2578.5,2878.7,3039,2981.8,3277.7,3555.4,3190.8,3197.9,3630.2,4235.6
SK01,Bratislavský kraj,Million EUR,F,198.5,209.6,250.4,280.4,333.4,406.3,519.3,661.5,868.4,950.1,975.8,953.8,1045.1,844.5,872.6,1017.5,1023.3,1076.8,1107.4,1079.2
SK01,Bratislavský kraj,Million EUR,G-I,1296.4,1393.1,1385.6,1626.5,1915.9,2493,2729.3,3498.2,4145.1,3898.5,4139,4457.3,4324.7,4202.6,4520.9,4568.3,4528.6,4823.9,5110.1,5311
SK01,Bratislavský kraj,Million EUR,J,216.4,257.1,291.4,333.5,393.9,473.2,606,801.4,928.9,1042.6,1113.2,1047.4,1159.5,1093.4,1074.1,1103.3,1327.4,1314.6,1319.7,1363.4
SK01,Bratislavský kraj,Million EUR,K,307.1,289,567.8,605,685.1,830.9,766.7,826.1,848.3,1032.5,1089.3,1163.3,1165.2,1169.9,1265.5,1327.7,1181.2,1049.1,1288.4,1330.7
SK01,Bratislavský kraj,Million EUR,L,573.1,651.1,761.5,767.3,959.7,948.9,1252.2,1638.1,2068,2475.3,2437.2,2439.9,2394.3,3178.3,2325,2454,2916.9,3023.1,3094.1,3076.1
SK01,Bratislavský kraj,Million EUR,M-N,383.9,371.7,474.7,498,598.3,742,1013.9,1342.1,1676.5,1767.6,1894.4,1861.9,1888.4,2099.8,2333.8,2591.8,2842.2,2919.4,2947.7,2599
SK01,Bratislavský kraj,Million EUR,O-Q,916.9,964.4,1059,1227.9,1198.4,1253.3,1573.4,1859.5,2117.9,2366.2,2484.1,2373.3,2376.3,2480.2,2337.5,2458.4,2710,2954.7,3091.9,3323.9
SK01,Bratislavský kraj,Million EUR,R-U,173.8,206.9,229.6,237.3,268.9,384.9,456.2,635.3,577.5,888.8,978.3,1021.6,1093.2,1119.8,1211.7,1343.3,1256.3,1233.6,1231.8,1250.4
SK02,Západné Slovensko,Million EUR,A,170.9,226.4,229.9,232.2,247.7,352.5,335.3,527.2,676,554.3,445.4,565.1,595.1,697.8,895.2,717.5,765.6,705.3,771.4,626.1
SK02,Západné Slovensko,Million EUR,B-E,2287.1,2388.6,2632.5,3398.8,4221.4,4516,6096.3,7006.9,7382.5,6229.2,6886.8,7274.2,7380.1,7078.5,7736.2,7923.8,7623.8,7492.3,8052.2,9201.1
SK02,Západné Slovensko,Million EUR,F,418.3,443.2,488.6,520.7,598.3,703.8,963,1245.7,1712.6,1736.5,1704.5,1642.3,1726.6,1494.6,1521,1504,1618.1,1807.2,1779.5,1574.1
SK02,Západné Slovensko,Million EUR,G-I,1173.9,1270.1,1251.4,1466,1726.1,2163.4,2348,2939.9,3581.8,3305.4,3667.5,4171,4112.4,3862.6,4025.9,4063.4,3811.5,4016,4089.2,4697.8
SK02,Západné Slovensko,Million EUR,J,198.4,232.9,238.7,272,315.6,362,414.1,528.2,642.1,700.1,692.1,726.9,862.6,813.7,836.7,882.9,965.8,998.4,975.1,1076.6
SK02,Západné Slovensko,Million EUR,K,84.4,80,123.9,130.7,147.5,179.1,217.2,243.6,295.4,289.2,303.3,416.9,426.1,438.4,445.3,433.4,408.9,361.2,414.2,468.4
SK02,Západné Slovensko,Million EUR,L,631.4,714.9,767.6,775.4,890.7,814.5,911.6,1131.2,1441,1414.9,1484.2,1482.6,1658,1927.8,1397.1,1294.4,1633.6,1743.4,1934.3,1969.3
SK02,Západné Slovensko,Million EUR,M-N,419.7,404.2,474.9,498.8,552.5,636.8,737.1,927.1,1170.4,1180.9,1306.9,1209.1,1359.1,1381.4,1465.2,1747.3,1716.3,1714.2,1886.1,1702.3
SK02,Západné Slovensko,Million EUR,O-Q,879.9,936.6,1057.6,1205.6,1218.4,1303.5,1676.3,1995.7,2287.2,2632,2714.2,2861.8,2974.5,3078,3011,3079.4,3471.5,3662.3,3913.1,4304
SK02,Západné Slovensko,Million EUR,R-U,106.9,124.6,135.6,138.5,159.7,221.6,239.2,309,281.7,340.1,396.8,435.8,461.7,448.2,474.6,519.5,540,559.8,548.2,527.1
SK03,Stredné Slovensko,Million EUR,A,95.1,136,142.9,143.2,151.7,124.1,228.8,362.2,467.7,359.3,296.6,364.1,367.4,440.5,532.3,443.4,481.6,474.4,506.2,434.5
SK03,Stredné Slovensko,Million EUR,B-E,1091.3,1223.6,1277.8,1517.7,1813.6,1773.9,2206.7,2828.3,3229.1,2548.4,3080.1,3098.3,3154.4,3062.2,3373.5,3561.5,3505.8,3491.6,3863.4,4323.7
SK03,Stredné Slovensko,Million EUR,F,259.5,273.7,386.5,408.3,480.6,597.6,788.1,993.4,1434.4,1438.2,1455.1,1357.2,1450.6,1326.9,1445.9,1536.7,1634.9,1660.7,1764.8,1705.1
SK03,Stredné Slovensko,Million EUR,G-I,935.3,1008.7,1031.7,1208.5,1353.2,1520.2,1639.4,2036.9,2409.5,2241.6,2467.4,2490.7,2436,2383.8,2509.8,2610.1,2351,2536.7,2552.3,2739.4
SK03,Stredné Slovensko,Million EUR,J,158.9,185.8,198.7,228,261.3,296.6,339.2,426.4,489.2,581.3,650.8,636.6,754.5,662.8,593.3,657,673.7,734.9,706.3,799.6
SK03,Stredné Slovensko,Million EUR,K,75.6,71.6,118,124.9,130.3,152.8,192.6,215.8,280,324.1,342.3,321.2,303.2,307.5,324.3,316.8,289.7,267.3,304.3,344.1
SK03,Stredné Slovensko,Million EUR,L,419.3,473.4,509.3,518.3,610.4,576.6,646.8,792.1,1027.9,1063.2,1129.8,1122.2,1229,1444.4,1040.1,1127.9,1269,1261.4,1458.1,1672.1
SK03,Stredné Slovensko,Million EUR,M-N,282.4,271.4,320.3,339.1,384.1,454.8,529.8,657.5,839.1,883.6,967.3,1043.1,1165.8,1207.2,1372.9,1531.9,1524.8,1730.7,1820.4,1633.4
SK03,Stredné Slovensko,Million EUR,O-Q,657.7,704.7,822.3,936.1,957.4,1081.7,1095.7,1302.7,1546.7,1706.9,1808,1746.2,1797,1889.7,1855.8,1959.3,2203.3,2240.2,2328.2,2660.6
SK03,Stredné Slovensko,Million EUR,R-U,70,81.7,89.2,91.9,110.2,164.7,195.1,261.3,243.2,338.1,393.8,412.1,465.8,459.9,465.7,555.1,452,463.7,510.7,494.6
SK04,Východné Slovensko,Million EUR,A,89.7,119.7,137.9,141.7,150.1,125.5,217.9,313,403.4,313.1,249.2,311.5,319.8,377.7,461,422.8,400.1,404.7,454.2,391.9
SK04,Východné Slovensko,Million EUR,B-E,1063.5,1273.4,1208.6,1410.1,1680.7,2027.4,2481.6,2899.5,3197.1,2433.4,3019,3281.8,3360.7,3235.6,3667.6,3770.1,3852.9,3904.1,4290.1,4496.9
SK04,Východné Slovensko,Million EUR,F,252.9,267,355.9,384.9,484.9,539,711.3,900.8,1418.9,1415.4,1355.4,1397.1,1542.7,1317.1,1411.5,1627.1,1395,1690.1,1849.4,1339.7
SK04,Východné Slovensko,Million EUR,G-I,977.7,1052,1158.7,1349,1447.8,1600.1,1646.5,1993.3,2436.2,2275.9,2424.4,2663.4,2706.9,2690.5,2911.2,2966.1,2883.5,3047.1,3086,3418.7
SK04,Východné Slovensko,Million EUR,J,184.5,216.7,234.6,269.7,308.2,347.9,387.3,486.6,545.3,600.2,703.2,743.2,802.5,780.6,739.5,817.1,843,908.2,987.4,1008.4
SK04,Východné Slovensko,Million EUR,K,79.4,74.4,164.6,170.3,166.7,157.3,190.1,198.9,209.5,225.8,235.1,248.3,241.8,252,249.8,247.2,228.3,205,205.3,241.9
SK04,Východné Slovensko,Million EUR,L,417.3,469.9,509.6,517.2,661.9,602,685,882.4,1164.7,1090.8,1068.5,1075.7,1237.2,1452.1,1198.3,1316.1,1369.5,1597.3,1768.2,1985.9
SK04,Východné Slovensko,Million EUR,M-N,284.5,272.9,324.8,343.3,419.1,478.3,562.2,731.4,946.9,1003,1079.2,1121.3,1197.5,1239.7,1226.8,1437.6,1473.4,1628.8,1704,1638.2
SK04,Východné Slovensko,Million EUR,O-Q,832,879.1,900.3,1026.2,1100.1,1194.9,1128.1,1373.5,1636,1818.1,1867.4,1748,1832.7,1924.1,1890,1984.1,2220.1,2321.8,2480.8,2727.7
SK04,Východné Slovensko,Million EUR,R-U,71.3,82.4,116.2,119.1,136.9,173.2,175.4,229.4,207.4,302.8,360.2,385.3,414.9,417.4,435.6,496.2,477.7,454.6,496.7,476.7
TR10,Istanbul,Million EUR,A,282.5,186,241.9,257.5,288.7,317.6,243.7,252.5,220.9,200.5,253.9,239.7,324.9,279.3,306.8,318.3,284.8,248.8,209.2,225.6
TR10,Istanbul,Million EUR,B-E,20329.7,14835.2,15995.6,17808.8,20550.2,24325.6,26112.5,28573.1,28733.4,23828.3,29187.2,31236.8,35141.1,37426.4,37667.3,40212.9,39920.8,38637.7,34586.6,35881.9
TR10,Istanbul,Million EUR,F,5110.3,3359.4,3678.2,4162.4,5660.6,7554.9,9373.8,11095.5,11704.9,8787.2,11318.3,13699,16871.2,19369.9,20187,23205.9,24209.6,23281.2,17222.8,13073.6
TR10,Istanbul,Million EUR,G-I,27628.1,20577.7,24354.2,26803.6,31711.2,38150.2,41480.8,45905.6,48432.3,39170.6,48625.5,51453.6,59595,62336.4,62663.4,69260.7,67253,68993.2,63166.2,66864.6
TR10,Istanbul,Million EUR,J,3833.9,3191.9,3750.5,4055.9,4681.3,6278.4,6426.9,7784.1,8200.1,7392.6,8577.9,8527.2,10283.8,10918.6,11040,11939.4,12332.1,12500.3,10674.4,11638.3
TR10,Istanbul,Million EUR,K,6794.1,6055.1,3803.4,3356.7,3809.4,4693.9,4367.5,5187,6277.3,9185.3,9237.7,8907.4,10998.2,12037,10914.2,12436,14223.4,13078.2,11006.8,12440.7
TR10,Istanbul,Million EUR,L,6947.5,5095.4,5607.6,6318.1,7553,9772.4,10593.3,13962.3,15326.3,14486.8,17332.8,16211.1,17717.4,17739.7,16999.4,17560.3,17917.7,16432.4,13538.1,13554.5
TR10,Istanbul,Million EUR,M-N,3694.8,2932.7,3983.9,4503.6,5364,6739.7,7651.1,9383.4,10328.9,9770.4,11872.8,12260.8,14371.1,15709.1,15492.9,18592.2,18296.4,17879.7,15649.5,16655.3
TR10,Istanbul,Million EUR,O-Q,4317.7,3297.4,3955.7,4490.2,5157.1,6363.4,6990.8,8198.5,8739.3,8590.8,10490.2,10291.7,12224.8,12768.7,12900.6,14111.4,15147.8,14052.4,12177.7,13456.1
TR10,Istanbul,Million EUR,R-U,1065.8,764.2,1000.4,1220.3,1234.2,1591.2,1831.6,2281.9,2621.6,2528.5,3193.7,3155,3691,4108.1,4137.3,4338.1,4530.3,4540.3,3859.8,3895.3
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,A,1143,752.7,978.7,1041.8,1167.9,1361.1,1185.6,1320.9,1512.8,1244.8,1690.4,1486.8,1716.1,1543.5,1625.1,1666.5,1552.2,1476.1,1214.2,1413.7
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,B-E,2850.6,2080.2,2243,2497.2,2881.4,3519.3,3734,4356.5,4616.7,3944.6,4937.6,5406.8,5887.3,6233.8,6436.8,7202.8,7293.7,7653.7,7241.4,7406.4
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,F,259.9,170.9,187.2,211.8,288.1,325.3,429.1,560.9,574.9,416.5,563.4,714.6,850.5,874,944.4,1059.6,1121,1065.2,846.9,716.3
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,G-I,1181.8,923.7,1065.4,1169.4,1408.2,1766.7,1952.3,2235.1,2348.6,1955.8,2267.5,2210.8,2567.2,2675.9,2592.9,2847,3056.8,2953.7,2598.3,2809.1
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,J,30.4,28.5,32.3,34.7,41.9,59,57.4,77.2,72.8,61.1,67,64,66.2,67.6,68.2,73.5,82.4,70.2,57.2,60.1
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,K,200.7,198,112.3,94.9,109,134.7,122.7,143.1,167.6,205.8,201,187,234,251.6,246.9,298.8,329.6,313.9,234.1,234.7
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,L,531.8,415.4,428.3,472.1,572.6,750.8,847,945.3,1001.6,1057.3,1292.6,1202.1,1332.4,1309.6,1242,1293.7,1318.4,1253.6,1048.3,1073.4
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,M-N,89.8,76.8,98.3,108.8,132.2,166.1,201.6,232.9,252.3,235.6,299.9,292.7,366.5,380.5,409.3,472.9,548.5,553.9,461.5,474.5
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,O-Q,538.8,431.2,496.7,567.6,662.1,789.2,859.9,994.9,1057.4,1036.5,1265.6,1239.3,1438,1467.6,1471.1,1568.5,1692.3,1527.7,1411.5,1588.9
TR21,"Tekirdag, Edirne, Kirklareli",Million EUR,R-U,59.6,44.6,56.7,69.5,71.4,81.9,98.1,115.9,131.4,107.5,133.2,145.4,160.6,161.3,164.2,164.5,180.2,165.3,147.6,150.2
TR22,"Balikesir, Çanakkale",Million EUR,A,1406.7,926.3,1204.5,1282.3,1437.6,1766.1,1603.2,1696.6,1900.3,1765.4,2508.7,2342.9,2527.5,1974.1,2097.9,2168.9,2133.7,2027.8,1654.2,1917.3
TR22,"Balikesir, Çanakkale",Million EUR,B-E,1109,809.3,872.6,971.5,1121.1,1411.4,1507.5,1744.7,1935.7,1732,2250.4,2350.2,2554.8,2744,2654.4,2872.2,2956.7,2942.1,2839.8,2895.2
TR22,"Balikesir, Çanakkale",Million EUR,F,283.1,186.1,203.8,230.6,313.6,403.9,448.1,555.9,549.2,413.4,501.5,617.8,762.6,807.3,944.1,964.7,1042.1,996.8,866.7,806.3
TR22,"Balikesir, Çanakkale",Million EUR,G-I,1108.9,862.1,978.4,1080.9,1298.2,1579.8,1737.7,1924,2030.6,1665.4,2069.6,2080.2,2377.3,2379.4,2394.6,2636.3,2741.5,2793.5,2494.3,2538
TR22,"Balikesir, Çanakkale",Million EUR,J,37.8,34.2,37,40.6,48.2,63.9,66.8,76.8,78.6,72,71,60.8,58,57.1,58.1,60.3,65.4,62.9,52.5,53.4
TR22,"Balikesir, Çanakkale",Million EUR,K,209.1,208.6,114.3,95.9,109.3,133.1,121.4,137.5,161.6,194.2,188,175.4,217.1,239.3,223.4,261.9,299.5,286.7,214.9,221.9
TR22,"Balikesir, Çanakkale",Million EUR,L,694.3,540.1,550.8,607.9,733.2,974.6,1133,1347.4,1394.3,1273.3,1484.1,1366.6,1478.6,1454.4,1392.1,1551.6,1508.7,1266.9,1024.9,1022.1
TR22,"Balikesir, Çanakkale",Million EUR,M-N,77.3,67,82.2,90.5,109.3,136.8,159.2,204.3,220.2,206.2,245.6,257.2,299.7,315.7,328.4,372.2,428.2,415.8,336.2,343.2
TR22,"Balikesir, Çanakkale",Million EUR,O-Q,663.3,526.9,600.9,688.6,800.9,955.4,1039.9,1209.8,1276.3,1270.7,1553.9,1514,1745.8,1763.5,1756.8,1839.7,1967.1,1750.7,1619,1799.6
TR22,"Balikesir, Çanakkale",Million EUR,R-U,82,60.6,76.4,94,96,109.1,126.3,150.8,161.1,136,177.3,170.9,205.2,215.1,210.3,216.8,231.3,218.7,181.3,189.3
TR31,Izmir,Million EUR,A,1179.2,776.5,1009.7,1074.9,1205.1,1336.1,1469.7,1395.3,1545.8,1462.9,2150.8,1986.2,2247.5,1953.9,2124.4,2296.5,2317.1,1999.9,1589,1899.4
TR31,Izmir,Million EUR,B-E,5135.2,3747.4,4040.6,4498.7,5191.2,6338.3,6820.6,7480.4,7694,6492.8,8314,9475.3,10171.5,10871.1,10634.8,10919.1,11164.2,11813.8,11370.1,10847.4
TR31,Izmir,Million EUR,F,706.8,464.6,508.7,575.6,782.8,950.8,1223.3,1449.9,1531.6,1066,1590.7,2015,2293.2,2730.9,2528.6,3030.1,3489.2,3192.3,2520.4,2006.1
TR31,Izmir,Million EUR,G-I,4675.5,3529.8,4157.5,4567.6,5433.2,6618,7230.9,8049.8,8520.5,6833.3,8564.7,8742.8,10386.1,10276.1,9998.1,10930,11153.7,11541,10557.9,10777.8
TR31,Izmir,Million EUR,J,245.3,205.4,243.8,263.2,304.7,396.8,428.5,512.7,522.6,478.1,508.5,474.3,536.6,545.2,562.4,640.2,672.3,661.1,572.9,659.1
TR31,Izmir,Million EUR,K,861.1,809.6,463.1,391.3,442.2,528.8,490.3,567.3,660.1,880.6,851.8,791.7,956.3,1064.5,948.5,1096.4,1200.8,1166.1,953.7,999.1
TR31,Izmir,Million EUR,L,1997.9,1515.6,1582.6,1743.5,2093.6,2723.5,2995.5,3505.2,3719.1,3548.4,4172.7,3829.8,4184.6,4145.2,3964,4062.7,4045.4,3617.6,2987.6,3016.1
TR31,Izmir,Million EUR,M-N,515.2,417.6,547.9,608.4,726.1,914.8,1015.5,1246.9,1348.9,1253.4,1496.3,1505.8,1776.7,1832,1900.6,2230.7,2353.6,2376.6,1984.8,2024.3
TR31,Izmir,Million EUR,O-Q,1531.9,1190.3,1400.1,1597.4,1848,2247.3,2444.7,2855,3012.1,2975.3,3619.4,3551.5,4168.6,4267.1,4279.4,4580.9,4809.6,4324.2,3957.8,4408
TR31,Izmir,Million EUR,R-U,210,151.4,197.4,241.6,245.4,293.5,352.6,437.9,482.4,466,603.3,598.2,672.3,705,687,783.2,729.1,697.4,597.6,636.6
TR32,"Aydin, Denizli, Mugla",Million EUR,A,2152.1,1417.2,1842.8,1961.9,2199.5,2419.1,2632.1,2280.4,2548.8,2492.9,3440.5,3319.9,3624.9,3261.8,3268,3402.5,3258.4,3195.3,2561.6,3064.6
TR32,"Aydin, Denizli, Mugla",Million EUR,B-E,2222.5,1621.9,1748.8,1947.1,2246.7,2433.1,2644.7,2844.8,2855.5,2470.6,2964.1,3334.7,3583,3927.3,4060.9,4283.8,4552.9,4476.9,4232.1,4253.1
TR32,"Aydin, Denizli, Mugla",Million EUR,F,461.2,303.2,332,375.6,510.8,609.5,747.3,943.4,968.2,685.7,975.2,1201.9,1342.9,1420.6,1416.4,1607.2,1904.1,1819.4,1388.3,1095.9
TR32,"Aydin, Denizli, Mugla",Million EUR,G-I,2057.9,1593.3,1821.5,2010.2,2409.4,2951.9,3238.6,3680.1,3937.6,3238.9,4088.8,4259.5,4840.9,5013.2,5203.1,5580.7,5177.5,5231.6,5174.6,5539.8
TR32,"Aydin, Denizli, Mugla",Million EUR,J,67.4,60.5,66.9,73,86.2,117.2,120,142.9,145.3,131,130.8,126,127.3,132.3,168.3,170.1,177.2,154.6,97.4,97.4
TR32,"Aydin, Denizli, Mugla",Million EUR,K,390.4,381,210,177.3,201.9,245.6,228.5,262.1,309.2,376.7,367.6,346.5,428.6,480.6,459,538,613.5,589.6,443.7,445.9
TR32,"Aydin, Denizli, Mugla",Million EUR,L,1061.2,822.2,838.8,926.4,1118.1,1656.6,1861.1,2220.3,2185.1,1930.1,2218.6,2034.5,2191.1,2152.4,2071.5,2338,2373.9,2056.7,1686.5,1713.5
TR32,"Aydin, Denizli, Mugla",Million EUR,M-N,202.5,169.8,214.5,238.3,286.8,361,401.4,511.5,568,528,674.8,649.4,746.1,806.6,863.6,985,1000.8,1020.3,905.2,955.8
TR32,"Aydin, Denizli, Mugla",Million EUR,O-Q,983.9,782.4,892.2,1021.2,1191.2,1434.1,1582.3,1833.7,1950.7,1921.6,2376.4,2327.5,2683.1,2759.6,2748.6,2939.4,3145.4,2830.7,2590.2,2879
TR32,"Aydin, Denizli, Mugla",Million EUR,R-U,148.7,109.7,138.6,170.2,174.2,191.7,221.1,273.9,246.1,257.3,317.5,333.6,386.3,403.7,411.2,414.5,415.6,412.2,376.8,414.1
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,A,2264.8,1491.3,1939.1,2064.4,2314.4,2971.6,2956,2967,3516,2963.8,4558.2,4092.6,4476.6,3914.2,3981.3,4128.1,3934.3,3486.7,2816.5,3103.9
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,B-E,2711.2,1978.6,2133.5,2375.4,2741,3606.8,3936.5,4382.5,4559.3,4037.1,4577.7,5070,5535.5,5940.6,5910.1,6667,6854.6,7106,7164.9,7262.6
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,F,310.1,203.8,223.2,252.5,343.4,410.8,474,588.6,634.7,434.5,749.3,854.7,1006.8,1134,1105.2,1231.8,1457.2,1581.2,1094.8,740.7
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,G-I,1508.5,1189.5,1337.1,1475.5,1786.8,2139.6,2319,2552,2690,2094.7,2581,2739.3,3204.8,3383.4,3399.2,3596.7,3738.7,3733.8,3271.2,3373.4
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,J,49.9,46.9,49.6,54.1,65.7,89.5,89.3,105.8,107.2,98.8,108.4,87.6,82.9,79.5,80,93.8,94.4,86.9,66.9,74.5
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,K,279.9,277.2,153.2,130.4,150.6,189.1,172.1,199.3,231.8,282.5,277.1,260,322.3,337.1,315.3,376,420.7,400.1,301.7,308.1
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,L,706.6,555,561.7,622.2,757.6,1012.4,1197.4,1420,1616.4,1480.8,1758.4,1601.8,1771.1,1765.1,1713.7,1847.4,1845.6,1693.2,1337.8,1402
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,M-N,129.7,111.4,138.7,154.6,188.9,232.6,256.6,312.6,370.6,344.3,432.4,427.7,516.7,544.2,567.5,675.2,735.6,760.1,562.7,542.8
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,O-Q,880.1,706.5,799.4,915.7,1071.6,1308.8,1438.3,1682.5,1789.2,1764.3,2147.9,2112.7,2441.5,2489.4,2473.9,2613.1,2781.3,2493.5,2269.3,2500.1
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",Million EUR,R-U,112.7,84.2,105.2,129.3,133.1,142.3,165.9,191.7,210.3,176.9,216,228.4,263.1,276.2,275.1,265.1,278.4,252.5,226.7,236.5
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,A,1386.3,912.9,1187.2,1263.9,1416.9,1765,1548.8,1643.3,1595.1,1640.6,1949.5,1852.6,1948.6,1929.1,1840.2,2046.4,1906.5,1745.3,1596.9,1766.4
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,B-E,6100.3,4451.7,4800,5344.2,6166.7,7825.3,8653.5,9848.6,10254,8290.1,10421.2,11766.9,12891.1,13693.8,13643.7,15214,15142.9,15170.9,14591.5,14614.2
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,F,694.7,456.6,499.9,565.8,769.5,998,1221.6,1539.3,1695.4,1196.8,1647.2,2059.4,2476.7,2767,2681,2949.9,3043,3057.5,2152.6,1634.5
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,G-I,3255.6,2497.1,2923.4,3201.9,3822.2,4747.5,5246.7,5869.3,6254.4,5038.2,6204.9,6239.2,7198.2,7609.2,7419.5,7990.5,7961.8,8202.9,7372.8,7607.4
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,J,120.7,105,123.8,132.8,154.9,203.2,213.6,250,255.4,234.6,254.4,236.9,279.3,279.9,273.1,288.2,314.9,322.6,247.1,263.4
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,K,477.7,460.9,254.9,212.1,240.7,296.4,277.3,327,389.3,532,521.9,498.1,610.4,686.7,679.4,774.7,862.6,810.7,626.6,631.5
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,L,1218.9,939.4,966.5,1059,1275.8,1701.6,2089.5,2453.8,2673.1,2635.3,3155.4,2852.3,3107.3,3001.1,2781.6,2785,2754.6,2621.3,2238.4,2184.4
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,M-N,329.8,272.2,351.4,387.7,464.6,576.1,650.9,812.8,889.2,821.1,972.2,969.4,1151.7,1221.7,1313.1,1505.4,1622.6,1586,1252.5,1319.8
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,O-Q,1172.1,928.3,1080,1225.8,1429.5,1741,1895.4,2210.8,2338.2,2307.1,2823.1,2793.8,3247.6,3341.2,3332.5,3546,3793.7,3413.6,3114.2,3449
TR41,"Bursa, Eskisehir, Bilecik",Million EUR,R-U,202.5,148.8,191.5,233.1,238.4,296.6,340.1,423.6,482.1,452.6,559.8,579,630.9,656.9,654.6,657.7,641.1,572.8,478.5,496.3
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,A,997.5,656.9,854.1,909.4,1019.5,1179,1237.8,1295.5,1406.4,1202,1603.3,1489.3,1672.6,1346.7,1573.3,1822.7,1415.1,1315,1015.9,1278.5
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million EUR,B-E,5646.6,4120.6,4443,4946.7,5708,7424.2,8471.4,9818.3,10551.9,8763.1,10816.4,12293.9,13276.8,14294.9,14354.7,16330.7,16143.2,17339.2,16812.3,15758.5
