"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"TR41","Bursa, Eskişehir, Bilecik","2019",0.534,0.565,0.225,0.21,0.301,78.8,1.66
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2009",0.494,0.723,0.181,0.096,0.354,75.9,1.84
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2010",0.507,0.71,0.181,0.109,0.307,76.6,1.79
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2011",0.556,0.692,0.184,0.124,0.28,77.1,1.78
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2012",0.545,0.675,0.189,0.136,0.281,77.5,1.84
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2013",0.563,0.637,0.195,0.168,0.234,78.1,1.84
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2014",0.564,0.657,0.195,0.148,0.239,78,1.94
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2015",0.574,0.634,0.207,0.159,0.24,78,1.95
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2016",0.555,0.619,0.209,0.172,0.252,77.9,1.96
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2017",0.564,0.62,0.209,0.171,0.248,78.3,1.93
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2018",0.568,0.612,0.213,0.175,0.242,78.5,1.89
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","2019",0.56,0.599,0.212,0.189,0.259,78.8,1.78
"TR51","Ankara","2009",0.457,0.54,0.223,0.237,0.333,77.1,1.66
"TR51","Ankara","2010",0.473,0.55,0.219,0.231,0.326,78.1,1.63
"TR51","Ankara","2011",0.484,0.539,0.224,0.237,0.314,78.5,1.64
"TR51","Ankara","2012",0.493,0.524,0.221,0.255,0.3,78.8,1.67
"TR51","Ankara","2013",0.504,0.514,0.228,0.258,0.26,79.3,1.69
"TR51","Ankara","2014",0.533,0.504,0.227,0.268,0.241,79.4,1.76
"TR51","Ankara","2015",0.539,0.499,0.227,0.274,0.239,79.3,1.76
"TR51","Ankara","2016",0.55,0.496,0.217,0.286,0.243,79.2,1.73
"TR51","Ankara","2017",0.552,0.494,0.217,0.288,0.243,79.4,1.71
"TR51","Ankara","2018",0.543,0.479,0.227,0.294,0.233,79.6,1.65
"TR51","Ankara","2019",0.547,0.462,0.224,0.314,0.257,79.9,1.53
"TR52","Konya, Karaman","2009",0.538,0.763,0.127,0.11,0.31,75.8,2.11
"TR52","Konya, Karaman","2010",0.525,0.77,0.122,0.108,0.305,76.4,2.07
"TR52","Konya, Karaman","2011",0.505,0.774,0.12,0.106,0.31,76.8,2.1
"TR52","Konya, Karaman","2012",0.5,0.759,0.126,0.115,0.312,77.6,2.15
"TR52","Konya, Karaman","2013",0.501,0.759,0.126,0.115,0.281,78.3,2.15
"TR52","Konya, Karaman","2014",0.511,0.741,0.134,0.125,0.272,78.1,2.21
"TR52","Konya, Karaman","2015",0.533,0.722,0.138,0.139,0.251,78.5,2.18
"TR52","Konya, Karaman","2016",0.522,0.725,0.129,0.146,0.248,78.4,2.16
"TR52","Konya, Karaman","2017",0.526,0.729,0.124,0.147,0.262,78.4,2.11
"TR52","Konya, Karaman","2018",0.531,0.729,0.123,0.148,0.269,78.8,2.05
"TR52","Konya, Karaman","2019",0.531,0.705,0.131,0.164,0.281,79.2,1.92
"TR61","Antalya, Isparta, Burdur","2009",0.571,0.734,0.161,0.105,0.286,77.8,1.85
"TR61","Antalya, Isparta, Burdur","2010",0.591,0.704,0.162,0.134,0.269,77.9,1.8
"TR61","Antalya, Isparta, Burdur","2011",0.597,0.674,0.179,0.148,0.257,78.4,1.79
"TR61","Antalya, Isparta, Burdur","2012",0.586,0.659,0.191,0.149,0.239,78.6,1.85
"TR61","Antalya, Isparta, Burdur","2013",0.588,0.664,0.178,0.159,0.226,79.2,1.83
"TR61","Antalya, Isparta, Burdur","2014",0.587,0.647,0.189,0.164,0.215,79.3,1.9
"TR61","Antalya, Isparta, Burdur","2015",0.578,0.627,0.191,0.182,0.234,79.4,1.91
"TR61","Antalya, Isparta, Burdur","2016",0.592,0.596,0.199,0.204,0.241,79.2,1.88
"TR61","Antalya, Isparta, Burdur","2017",0.586,0.594,0.201,0.206,0.242,79.4,1.8
"TR61","Antalya, Isparta, Burdur","2018",0.592,0.582,0.203,0.214,0.235,79.7,1.71
"TR61","Antalya, Isparta, Burdur","2019",0.593,0.564,0.209,0.228,0.237,79.9,1.59
"TR62","Adana, Mersin","2009",0.517,0.734,0.174,0.092,0.386,76,2.09
"TR62","Adana, Mersin","2010",0.533,0.718,0.179,0.102,0.325,76.6,2.07
"TR62","Adana, Mersin","2011",0.525,0.709,0.178,0.113,0.308,77,2.06
"TR62","Adana, Mersin","2012",0.506,0.691,0.181,0.128,0.316,77.5,2.15
"TR62","Adana, Mersin","2013",0.509,0.683,0.192,0.126,0.308,77.7,2.18
"TR62","Adana, Mersin","2014",0.509,0.678,0.179,0.142,0.316,77.9,2.27
"TR62","Adana, Mersin","2015",0.523,0.678,0.17,0.152,0.295,77.6,2.25
"TR62","Adana, Mersin","2016",0.518,0.675,0.169,0.156,0.299,77.5,2.21
"TR62","Adana, Mersin","2017",0.517,0.652,0.184,0.164,0.286,78.2,2.16
"TR62","Adana, Mersin","2018",0.519,0.633,0.194,0.173,0.295,78.7,2.08
"TR62","Adana, Mersin","2019",0.515,0.625,0.194,0.181,0.308,78.6,1.94
"TR63","Hatay, Kahramanmaraş, Osmaniye","2009",0.463,0.815,0.121,0.065,0.448,76.7,2.57
"TR63","Hatay, Kahramanmaraş, Osmaniye","2010",0.496,0.804,0.126,0.07,0.396,77.4,2.56
"TR63","Hatay, Kahramanmaraş, Osmaniye","2011",0.5,0.775,0.141,0.084,0.377,77.5,2.53
"TR63","Hatay, Kahramanmaraş, Osmaniye","2012",0.492,0.769,0.133,0.098,0.346,78,2.61
"TR63","Hatay, Kahramanmaraş, Osmaniye","2013",0.469,0.772,0.138,0.091,0.334,78.5,2.63
"TR63","Hatay, Kahramanmaraş, Osmaniye","2014",0.451,0.759,0.147,0.094,0.379,78.3,2.72
"TR63","Hatay, Kahramanmaraş, Osmaniye","2015",0.444,0.731,0.157,0.113,0.36,78.4,2.65
"TR63","Hatay, Kahramanmaraş, Osmaniye","2016",0.482,0.707,0.165,0.128,0.311,78.2,2.61
"TR63","Hatay, Kahramanmaraş, Osmaniye","2017",0.501,0.72,0.158,0.121,0.306,78.6,2.53
"TR63","Hatay, Kahramanmaraş, Osmaniye","2018",0.515,0.727,0.15,0.123,0.309,79.1,2.42
"TR63","Hatay, Kahramanmaraş, Osmaniye","2019",0.5,0.688,0.159,0.153,0.341,79,2.3
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2009",0.446,0.76,0.15,0.09,0.444,75.8,2.1
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2010",0.475,0.757,0.147,0.096,0.366,76.4,2.02
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2011",0.477,0.747,0.152,0.1,0.33,76.5,2
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2012",0.478,0.718,0.162,0.12,0.327,77.6,2.01
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2013",0.498,0.715,0.156,0.128,0.282,78.1,2
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2014",0.505,0.716,0.164,0.12,0.275,77.7,2.08
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2015",0.541,0.708,0.161,0.132,0.26,78.2,2.02
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2016",0.554,0.717,0.163,0.12,0.276,78.1,2
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2017",0.534,0.69,0.169,0.141,0.307,78.1,1.93
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2018",0.542,0.673,0.176,0.151,0.278,78.7,1.87
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","2019",0.539,0.668,0.175,0.157,0.279,78.7,1.77
"TR72","Kayseri, Sivas, Yozgat","2009",0.413,0.742,0.165,0.094,0.436,75.7,2.15
"TR72","Kayseri, Sivas, Yozgat","2010",0.455,0.737,0.158,0.105,0.393,76.6,2.07
"TR72","Kayseri, Sivas, Yozgat","2011",0.516,0.756,0.15,0.094,0.33,76.9,2.07
"TR72","Kayseri, Sivas, Yozgat","2012",0.526,0.746,0.148,0.106,0.301,77.7,2.07
"TR72","Kayseri, Sivas, Yozgat","2013",0.518,0.687,0.167,0.146,0.301,78,2.04
"TR72","Kayseri, Sivas, Yozgat","2014",0.498,0.691,0.174,0.135,0.278,77.9,2.12
"TR72","Kayseri, Sivas, Yozgat","2015",0.51,0.691,0.166,0.143,0.268,77.7,2.09
"TR72","Kayseri, Sivas, Yozgat","2016",0.517,0.677,0.176,0.148,0.257,77.8,2.05
"TR72","Kayseri, Sivas, Yozgat","2017",0.514,0.673,0.177,0.15,0.279,78.3,1.98
"TR72","Kayseri, Sivas, Yozgat","2018",0.499,0.667,0.178,0.155,0.306,78.7,1.88
"TR72","Kayseri, Sivas, Yozgat","2019",0.496,0.645,0.185,0.17,0.304,79.1,1.78
"TR81","Zonguldak, Karabük, Bartın","2009",0.587,0.778,0.134,0.088,0.3,75.9,1.69
"TR81","Zonguldak, Karabük, Bartın","2010",0.547,0.752,0.147,0.101,0.32,76.8,1.63
"TR81","Zonguldak, Karabük, Bartın","2011",0.586,0.739,0.154,0.108,0.238,77,1.59
"TR81","Zonguldak, Karabük, Bartın","2012",0.601,0.748,0.149,0.103,0.222,77.3,1.57
"TR81","Zonguldak, Karabük, Bartın","2013",0.576,0.736,0.169,0.096,0.265,78,1.57
"TR81","Zonguldak, Karabük, Bartın","2014",0.548,0.752,0.147,0.1,0.275,78,1.59
"TR81","Zonguldak, Karabük, Bartın","2015",0.544,0.735,0.161,0.103,0.252,78.1,1.55
"TR81","Zonguldak, Karabük, Bartın","2016",0.54,0.7,0.187,0.113,0.255,78,1.48
"TR81","Zonguldak, Karabük, Bartın","2017",0.532,0.685,0.19,0.125,0.243,78.4,1.46
"TR81","Zonguldak, Karabük, Bartın","2018",0.526,0.671,0.181,0.148,0.3,78.2,1.44
"TR81","Zonguldak, Karabük, Bartın","2019",0.538,0.639,0.185,0.176,0.278,79.1,1.38
"TR82","Kastamonu, Çankırı, Sinop","2009",0.536,0.758,0.152,0.09,0.339,75.7,1.8
"TR82","Kastamonu, Çankırı, Sinop","2010",0.585,0.753,0.15,0.096,0.257,76.8,1.76
"TR82","Kastamonu, Çankırı, Sinop","2011",0.624,0.745,0.147,0.107,0.227,76.9,1.74
"TR82","Kastamonu, Çankırı, Sinop","2012",0.57,0.745,0.147,0.108,0.212,77.2,1.76
"TR82","Kastamonu, Çankırı, Sinop","2013",0.499,0.756,0.143,0.101,0.223,78.5,1.71
"TR82","Kastamonu, Çankırı, Sinop","2014",0.575,0.734,0.161,0.105,0.2,78,1.7
"TR82","Kastamonu, Çankırı, Sinop","2015",0.579,0.727,0.151,0.121,0.182,78.1,1.68
"TR82","Kastamonu, Çankırı, Sinop","2016",0.618,0.728,0.146,0.126,0.169,78.3,1.67
"TR82","Kastamonu, Çankırı, Sinop","2017",0.613,0.709,0.147,0.143,0.199,78.6,1.61
"TR82","Kastamonu, Çankırı, Sinop","2018",0.608,0.683,0.158,0.159,0.189,78.7,1.6
"TR82","Kastamonu, Çankırı, Sinop","2019",0.58,0.659,0.177,0.164,0.251,79.2,1.56
"TR83","Samsun, Tokat, Çorum, Amasya","2009",0.568,0.774,0.128,0.098,0.308,75.8,1.88
"TR83","Samsun, Tokat, Çorum, Amasya","2010",0.521,0.767,0.127,0.106,0.319,76.7,1.83
"TR83","Samsun, Tokat, Çorum, Amasya","2011",0.542,0.767,0.131,0.101,0.277,76.9,1.79
"TR83","Samsun, Tokat, Çorum, Amasya","2012",0.505,0.744,0.151,0.106,0.3,77.6,1.83
"TR83","Samsun, Tokat, Çorum, Amasya","2013",0.525,0.756,0.142,0.101,0.275,78.1,1.82
"TR83","Samsun, Tokat, Çorum, Amasya","2014",0.524,0.738,0.138,0.124,0.274,77.9,1.85
"TR83","Samsun, Tokat, Çorum, Amasya","2015",0.535,0.719,0.15,0.131,0.228,78.2,1.8
"TR83","Samsun, Tokat, Çorum, Amasya","2016",0.551,0.716,0.148,0.136,0.232,78.2,1.77
"TR83","Samsun, Tokat, Çorum, Amasya","2017",0.552,0.71,0.142,0.148,0.24,78.5,1.75
"TR83","Samsun, Tokat, Çorum, Amasya","2018",0.585,0.704,0.148,0.148,0.241,78.9,1.71
"TR83","Samsun, Tokat, Çorum, Amasya","2019",0.569,0.684,0.158,0.158,0.258,79.1,1.64
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2009",0.623,0.749,0.174,0.077,0.294,77.2,1.84
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2010",0.601,0.736,0.172,0.092,0.311,78.4,1.79
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2011",0.595,0.732,0.165,0.103,0.302,78.6,1.76
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2012",0.58,0.741,0.164,0.095,0.331,79.1,1.77
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2013",0.54,0.704,0.182,0.113,0.316,80.1,1.76
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2014",0.561,0.702,0.174,0.124,0.266,79.7,1.79
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2015",0.573,0.67,0.181,0.148,0.255,80,1.77
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2016",0.583,0.643,0.185,0.172,0.234,79.9,1.76
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2017",0.579,0.643,0.186,0.17,0.258,79.7,1.71
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2018",0.583,0.642,0.19,0.168,0.263,80.6,1.68
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","2019",0.606,0.624,0.197,0.179,0.269,80.7,1.6
"TRA1","Erzurum, Erzincan, Bayburt","2009",0.532,0.727,0.169,0.104,0.347,75,2.31
"TRA1","Erzurum, Erzincan, Bayburt","2010",0.542,0.759,0.147,0.094,0.334,76.4,2.29
"TRA1","Erzurum, Erzincan, Bayburt","2011",0.519,0.757,0.151,0.092,0.334,76,2.35
"TRA1","Erzurum, Erzincan, Bayburt","2012",0.498,0.708,0.162,0.13,0.308,77.1,2.34
"TRA1","Erzurum, Erzincan, Bayburt","2013",0.518,0.711,0.158,0.131,0.279,77.5,2.32
"TRA1","Erzurum, Erzincan, Bayburt","2014",0.532,0.763,0.136,0.101,0.273,78,2.39
"TRA1","Erzurum, Erzincan, Bayburt","2015",0.533,0.745,0.144,0.111,0.265,77.9,2.33
"TRA1","Erzurum, Erzincan, Bayburt","2016",0.52,0.698,0.164,0.138,0.238,78.1,2.29
"TRA1","Erzurum, Erzincan, Bayburt","2017",0.516,0.668,0.171,0.161,0.237,78.3,2.21
"TRA1","Erzurum, Erzincan, Bayburt","2018",0.505,0.654,0.17,0.175,0.274,78.8,2.08
"TRA1","Erzurum, Erzincan, Bayburt","2019",0.499,0.61,0.175,0.215,0.3,79.1,2.01
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2009",0.516,0.849,0.099,0.052,0.488,74.4,3.21
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2010",0.516,0.816,0.12,0.064,0.448,74.4,3.4
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2011",0.552,0.812,0.121,0.067,0.389,73.7,3.38
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2012",0.56,0.779,0.132,0.088,0.342,75.5,3.36
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2013",0.593,0.793,0.126,0.082,0.333,76.6,3.29
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2014",0.566,0.821,0.102,0.077,0.333,76.7,3.34
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2015",0.561,0.795,0.103,0.102,0.298,77,3.21
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2016",0.529,0.786,0.125,0.089,0.33,77.4,3.13
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2017",0.526,0.776,0.13,0.093,0.354,77.8,3.06
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2018",0.516,0.795,0.111,0.094,0.362,78,2.81
"TRA2","Ağrı, Kars, Iğdır, Ardahan","2019",0.487,0.79,0.105,0.105,0.406,78.6,2.71
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2009",0.465,0.753,0.169,0.078,0.431,76.2,2.07
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2010",0.483,0.745,0.157,0.098,0.376,76.9,2.04
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2011",0.485,0.722,0.163,0.115,0.367,77.5,2.03
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2012",0.502,0.724,0.167,0.109,0.317,78.2,2.02
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2013",0.545,0.73,0.162,0.108,0.249,78.6,2
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2014",0.487,0.669,0.177,0.154,0.274,78.8,2.1
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2015",0.497,0.652,0.187,0.161,0.282,79.1,2.05
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2016",0.512,0.631,0.185,0.184,0.261,78.8,2.03
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2017",0.538,0.63,0.189,0.181,0.243,79.2,2.02
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2018",0.545,0.649,0.171,0.179,0.249,80.1,1.95
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","2019",0.535,0.62,0.172,0.208,0.279,80,1.87
"TRB2","Van, Muş, Bitlis, Hakkari","2009",0.415,0.811,0.124,0.065,0.557,73,3.69
"TRB2","Van, Muş, Bitlis, Hakkari","2010",0.441,0.819,0.113,0.068,0.526,74,3.63
"TRB2","Van, Muş, Bitlis, Hakkari","2011",0.476,0.815,0.107,0.078,0.453,73.9,3.53
"TRB2","Van, Muş, Bitlis, Hakkari","2012",0.461,0.818,0.103,0.078,0.449,76.4,3.44
"TRB2","Van, Muş, Bitlis, Hakkari","2013",0.462,0.835,0.093,0.072,0.452,76.3,3.47
"TRB2","Van, Muş, Bitlis, Hakkari","2014",0.496,0.822,0.108,0.07,0.421,76.9,3.46
"TRB2","Van, Muş, Bitlis, Hakkari","2015",0.482,0.824,0.105,0.071,0.392,77.2,3.29
"TRB2","Van, Muş, Bitlis, Hakkari","2016",0.436,0.822,0.097,0.082,0.413,77.4,3.16
"TRB2","Van, Muş, Bitlis, Hakkari","2017",0.489,0.81,0.104,0.086,0.393,77.6,3.13
"TRB2","Van, Muş, Bitlis, Hakkari","2018",0.499,0.784,0.116,0.1,0.432,78.4,2.94
"TRB2","Van, Muş, Bitlis, Hakkari","2019",0.524,0.744,0.121,0.134,0.441,78.6,2.84
"TRC1","Gaziantep, Adıyaman, Kilis","2009",0.418,0.842,0.11,0.048,0.488,75.3,2.97
"TRC1","Gaziantep, Adıyaman, Kilis","2010",0.457,0.805,0.126,0.07,0.422,76.2,2.93
"TRC1","Gaziantep, Adıyaman, Kilis","2011",0.431,0.82,0.11,0.07,0.439,76.8,2.92
"TRC1","Gaziantep, Adıyaman, Kilis","2012",0.441,0.816,0.105,0.078,0.407,77.4,3.01
"TRC1","Gaziantep, Adıyaman, Kilis","2013",0.458,0.764,0.125,0.11,0.362,77.3,3.01
"TRC1","Gaziantep, Adıyaman, Kilis","2014",0.447,0.754,0.135,0.111,0.355,77.4,3.14
"TRC1","Gaziantep, Adıyaman, Kilis","2015",0.446,0.727,0.14,0.133,0.335,77.7,3.07
"TRC1","Gaziantep, Adıyaman, Kilis","2016",0.466,0.717,0.139,0.144,0.359,77,2.97
"TRC1","Gaziantep, Adıyaman, Kilis","2017",0.479,0.733,0.134,0.133,0.369,78,2.87
"TRC1","Gaziantep, Adıyaman, Kilis","2018",0.481,0.726,0.14,0.134,0.378,78.1,2.79
"TRC1","Gaziantep, Adıyaman, Kilis","2019",0.492,0.72,0.135,0.145,0.379,77.8,2.59
"TRC2","Şanlıurfa, Diyarbakır","2009",0.343,0.84,0.108,0.053,0.578,75.2,3.73
"TRC2","Şanlıurfa, Diyarbakır","2010",0.337,0.809,0.113,0.078,0.533,75.4,3.77
"TRC2","Şanlıurfa, Diyarbakır","2011",0.329,0.815,0.108,0.077,0.497,75.9,3.78
"TRC2","Şanlıurfa, Diyarbakır","2012",0.293,0.841,0.096,0.063,0.529,NA,3.8
"TRC2","Şanlıurfa, Diyarbakır","2013",0.383,0.843,0.088,0.069,0.455,77.5,3.75
"TRC2","Şanlıurfa, Diyarbakır","2014",0.434,0.837,0.087,0.076,0.429,77.9,3.91
"TRC2","Şanlıurfa, Diyarbakır","2015",0.448,0.824,0.095,0.081,0.433,78.4,3.81
"TRC2","Şanlıurfa, Diyarbakır","2016",0.465,0.807,0.095,0.098,0.413,77.7,3.75
"TRC2","Şanlıurfa, Diyarbakır","2017",0.491,0.778,0.102,0.12,0.382,78.8,3.73
"TRC2","Şanlıurfa, Diyarbakır","2018",0.491,0.782,0.104,0.114,0.393,79.4,3.57
"TRC2","Şanlıurfa, Diyarbakır","2019",0.476,0.784,0.096,0.12,0.448,78.7,3.36
"TRC3","Mardin, Batman, Şırnak, Siirt","2009",0.32,0.829,0.127,0.045,0.578,76.9,3.79
"TRC3","Mardin, Batman, Şırnak, Siirt","2010",0.366,0.805,0.128,0.067,0.482,76.7,3.74
"TRC3","Mardin, Batman, Şırnak, Siirt","2011",0.34,0.797,0.119,0.085,0.5,77.6,3.6
"TRC3","Mardin, Batman, Şırnak, Siirt","2012",0.347,0.791,0.119,0.089,0.538,NA,3.61
"TRC3","Mardin, Batman, Şırnak, Siirt","2013",0.37,0.791,0.131,0.078,0.473,NA,3.52
"TRC3","Mardin, Batman, Şırnak, Siirt","2014",0.385,0.811,0.118,0.07,0.451,NA,3.67
"TRC3","Mardin, Batman, Şırnak, Siirt","2015",0.395,0.79,0.115,0.094,0.44,NA,3.51
"TRC3","Mardin, Batman, Şırnak, Siirt","2016",0.403,0.755,0.133,0.113,0.456,78.3,3.28
"TRC3","Mardin, Batman, Şırnak, Siirt","2017",0.398,0.774,0.111,0.115,0.427,NA,3.32
"TRC3","Mardin, Batman, Şırnak, Siirt","2018",0.417,0.764,0.107,0.129,0.424,NA,3.17
"TRC3","Mardin, Batman, Şırnak, Siirt","2019",0.447,0.742,0.124,0.134,0.434,80.1,2.99
"UKC1","Tees Valley and Durham","2009",0.619,0.311,0.437,0.252,0.182,79.1,1.91
"UKC1","Tees Valley and Durham","2010",0.649,0.259,0.446,0.294,0.161,79.8,1.99
"UKC1","Tees Valley and Durham","2011",0.647,0.27,0.45,0.279,0.195,79.8,1.97
"UKC1","Tees Valley and Durham","2012",0.637,0.271,0.453,0.276,0.212,80.1,1.95
"UKC1","Tees Valley and Durham","2013",0.633,0.265,0.461,0.274,0.19,79.8,1.84
"UKC1","Tees Valley and Durham","2014",0.652,0.252,0.442,0.307,0.173,79.6,1.82
"UKC1","Tees Valley and Durham","2015",0.646,0.238,0.416,0.345,0.183,79.6,1.8
"UKC1","Tees Valley and Durham","2016",0.65,0.245,0.428,0.327,0.173,79.6,1.77
"UKC1","Tees Valley and Durham","2017",0.657,0.262,0.413,0.324,0.136,79.8,1.71
"UKC1","Tees Valley and Durham","2018",0.653,0.267,0.411,0.322,0.114,79.8,1.66
"UKC1","Tees Valley and Durham","2019",0.648,0.246,0.436,0.318,0.189,NA,NA
"UKC2","Northumberland and Tyne and Wear","2009",0.664,0.292,0.434,0.274,0.173,79.6,1.74
"UKC2","Northumberland and Tyne and Wear","2010",0.651,0.269,0.443,0.288,0.169,79.6,1.78
"UKC2","Northumberland and Tyne and Wear","2011",0.647,0.238,0.44,0.322,0.153,79.9,1.75
"UKC2","Northumberland and Tyne and Wear","2012",0.667,0.238,0.447,0.315,0.15,80,1.74
"UKC2","Northumberland and Tyne and Wear","2013",0.662,0.249,0.436,0.315,0.164,80.2,1.67
"UKC2","Northumberland and Tyne and Wear","2014",0.674,0.236,0.445,0.319,0.157,79.9,1.63
"UKC2","Northumberland and Tyne and Wear","2015",0.663,0.217,0.43,0.353,0.169,79.9,1.63
"UKC2","Northumberland and Tyne and Wear","2016",0.67,0.237,0.388,0.375,0.147,80.1,1.66
"UKC2","Northumberland and Tyne and Wear","2017",0.668,0.229,0.406,0.366,0.143,80.2,1.58
"UKC2","Northumberland and Tyne and Wear","2018",0.65,0.22,0.433,0.347,0.163,79.9,1.53
"UKC2","Northumberland and Tyne and Wear","2019",0.658,0.233,0.407,0.36,0.144,NA,NA
"UKD1","Cumbria","2009",0.677,0.256,0.456,0.289,0.161,80.6,1.9
"UKD1","Cumbria","2010",0.691,0.254,0.414,0.332,0.226,80.5,1.91
"UKD1","Cumbria","2011",0.684,0.24,0.447,0.313,0.159,80.6,1.91
"UKD1","Cumbria","2012",0.694,0.222,0.46,0.318,0.113,80.9,1.91
"UKD1","Cumbria","2013",0.696,0.214,0.443,0.344,0.102,81,1.85
"UKD1","Cumbria","2014",0.675,0.206,0.461,0.333,0.122,81.3,1.83
"UKD1","Cumbria","2015",0.7,0.197,0.469,0.334,0.109,81.4,1.85
"UKD1","Cumbria","2016",0.667,0.208,0.429,0.363,0.134,81,1.84
"UKD1","Cumbria","2017",0.689,0.211,0.457,0.332,0.084,81.4,1.78
"UKD1","Cumbria","2018",0.689,0.178,0.471,0.351,0.079,81.6,1.7
"UKD1","Cumbria","2019",0.712,0.181,0.457,0.362,0.068,NA,NA
"UKD3","Greater Manchester","2009",0.668,0.271,0.423,0.305,0.152,78.7,1.97
"UKD3","Greater Manchester","2010",0.664,0.266,0.42,0.314,0.164,79,1.99
"UKD3","Greater Manchester","2011",0.673,0.266,0.393,0.341,0.178,79.5,1.96
"UKD3","Greater Manchester","2012",0.669,0.256,0.396,0.348,0.159,79.5,1.97
"UKD3","Greater Manchester","2013",0.663,0.255,0.384,0.361,0.17,79.7,1.92
"UKD3","Greater Manchester","2014",0.679,0.222,0.401,0.377,0.153,79.7,1.88
"UKD3","Greater Manchester","2015",0.673,0.219,0.392,0.389,0.139,79.5,1.87
"UKD3","Greater Manchester","2016",0.682,0.23,0.376,0.394,0.134,79.7,1.87
"UKD3","Greater Manchester","2017",0.682,0.22,0.395,0.385,0.114,79.7,1.8
"UKD3","Greater Manchester","2018",0.686,0.22,0.392,0.388,0.128,80,1.74
"UKD3","Greater Manchester","2019",0.693,0.205,0.383,0.412,0.13,NA,NA
"UKD4","Lancashire","2009",0.661,0.266,0.433,0.301,0.174,79.1,1.99
"UKD4","Lancashire","2010",0.678,0.229,0.429,0.341,0.138,79.5,1.99
"UKD4","Lancashire","2011",0.664,0.254,0.429,0.317,0.167,79.6,1.99
"UKD4","Lancashire","2012",0.669,0.238,0.412,0.349,0.158,79.9,1.98
"UKD4","Lancashire","2013",0.649,0.254,0.424,0.322,0.167,79.8,1.94
"UKD4","Lancashire","2014",0.649,0.221,0.462,0.317,0.134,80.1,1.93
