"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"DE80","Mecklenburg-Vorpommern","2019",0.67,0.065,0.675,0.26,0.085,80.3,1.54
"DE91","Braunschweig","2009",0.623,0.175,0.613,0.212,0.115,80.1,1.3
"DE91","Braunschweig","2010",0.626,0.156,0.625,0.22,0.107,80.2,1.34
"DE91","Braunschweig","2011",0.649,0.142,0.62,0.239,0.1,80.4,1.3
"DE91","Braunschweig","2012",0.645,0.141,0.606,0.252,0.091,80.4,1.37
"DE91","Braunschweig","2013",0.649,0.141,0.602,0.257,0.092,80.2,1.36
"DE91","Braunschweig","2014",0.645,0.143,0.604,0.253,0.1,80.7,1.47
"DE91","Braunschweig","2015",0.652,0.132,0.606,0.262,0.077,80.2,1.48
"DE91","Braunschweig","2016",0.655,0.142,0.607,0.251,0.096,80.1,1.68
"DE91","Braunschweig","2017",0.667,0.14,0.588,0.272,0.091,80.3,1.55
"DE91","Braunschweig","2018",0.676,0.137,0.578,0.285,0.091,80.3,1.59
"DE91","Braunschweig","2019",0.682,0.139,0.569,0.292,0.079,80.6,1.55
"DE92","Hannover","2009",0.637,0.16,0.593,0.247,0.123,80.2,1.33
"DE92","Hannover","2010",0.638,0.154,0.585,0.26,0.125,80.4,1.38
"DE92","Hannover","2011",0.651,0.144,0.594,0.262,0.112,80.4,1.35
"DE92","Hannover","2012",0.665,0.146,0.588,0.266,0.106,80.6,1.37
"DE92","Hannover","2013",0.672,0.14,0.591,0.27,0.096,80.4,1.4
"DE92","Hannover","2014",0.673,0.132,0.616,0.252,0.092,80.7,1.48
"DE92","Hannover","2015",0.67,0.141,0.598,0.26,0.094,80.3,1.48
"DE92","Hannover","2016",0.668,0.154,0.592,0.254,0.107,80.8,1.64
"DE92","Hannover","2017",0.676,0.157,0.585,0.257,0.098,80.6,1.55
"DE92","Hannover","2018",0.682,0.149,0.577,0.274,0.095,80.5,1.57
"DE92","Hannover","2019",0.696,0.146,0.57,0.283,0.102,81,1.53
"DE93","Lüneburg","2009",0.653,0.142,0.656,0.203,0.101,79.9,1.46
"DE93","Lüneburg","2010",0.662,0.132,0.655,0.213,0.108,80.2,1.5
"DE93","Lüneburg","2011",0.671,0.127,0.644,0.229,0.103,79.9,1.45
"DE93","Lüneburg","2012",0.667,0.124,0.647,0.228,0.088,80.4,1.47
"DE93","Lüneburg","2013",0.673,0.125,0.643,0.232,0.077,80.1,1.53
"DE93","Lüneburg","2014",0.689,0.133,0.651,0.216,0.083,80.7,1.6
"DE93","Lüneburg","2015",0.695,0.129,0.642,0.23,0.083,80.7,1.59
"DE93","Lüneburg","2016",0.692,0.134,0.641,0.225,0.099,80.6,1.71
"DE93","Lüneburg","2017",0.702,0.138,0.631,0.231,0.093,80.7,1.7
"DE93","Lüneburg","2018",0.695,0.124,0.641,0.235,0.079,80.6,1.7
"DE93","Lüneburg","2019",0.702,0.128,0.632,0.24,0.082,80.9,1.68
"DE94","Weser-Ems","2009",0.64,0.155,0.635,0.21,0.102,79.9,1.44
"DE94","Weser-Ems","2010",0.653,0.154,0.644,0.203,0.098,80.3,1.46
"DE94","Weser-Ems","2011",0.66,0.14,0.647,0.213,0.088,80.1,1.43
"DE94","Weser-Ems","2012",0.665,0.144,0.634,0.222,0.083,80.3,1.49
"DE94","Weser-Ems","2013",0.68,0.141,0.637,0.223,0.079,80.1,1.47
"DE94","Weser-Ems","2014",0.682,0.137,0.658,0.206,0.082,80.8,1.57
"DE94","Weser-Ems","2015",0.678,0.146,0.646,0.208,0.094,80.4,1.55
"DE94","Weser-Ems","2016",0.688,0.151,0.649,0.2,0.096,80.5,1.71
"DE94","Weser-Ems","2017",0.695,0.149,0.645,0.206,0.08,80.7,1.68
"DE94","Weser-Ems","2018",0.699,0.154,0.631,0.215,0.084,80.5,1.64
"DE94","Weser-Ems","2019",0.702,0.151,0.62,0.228,0.084,81,1.66
"DEA1","Düsseldorf","2009",0.622,0.191,0.578,0.231,0.138,79.6,1.35
"DEA1","Düsseldorf","2010",0.628,0.188,0.582,0.23,0.135,79.6,1.39
"DEA1","Düsseldorf","2011",0.64,0.18,0.578,0.242,0.126,80,1.35
