"NUTS","Name","Year","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3"
"TR41","Bursa, Eskişehir, Bilecik",2015,0.525,0.262,77.6,1.82,0.623,0.208,0.17
"TR41","Bursa, Eskişehir, Bilecik",2016,0.527,0.272,77.6,1.82,0.61,0.212,0.178
"TR41","Bursa, Eskişehir, Bilecik",2017,0.543,0.258,78.1,1.8,0.602,0.209,0.188
"TR41","Bursa, Eskişehir, Bilecik",2018,0.553,0.253,78.4,1.77,0.586,0.213,0.201
"TR41","Bursa, Eskişehir, Bilecik",2019,0.534,0.301,78.8,1.66,0.565,0.225,0.21
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2009,0.494,0.354,75.9,1.84,0.723,0.181,0.096
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2010,0.507,0.307,76.6,1.79,0.71,0.181,0.109
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2011,0.556,0.28,77.1,1.78,0.692,0.184,0.124
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2012,0.545,0.281,77.5,1.84,0.675,0.189,0.136
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2013,0.563,0.234,78.1,1.84,0.637,0.195,0.168
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2014,0.564,0.239,78,1.94,0.657,0.195,0.148
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2015,0.574,0.24,78,1.95,0.634,0.207,0.159
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2016,0.555,0.252,77.9,1.96,0.619,0.209,0.172
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2017,0.564,0.248,78.3,1.93,0.62,0.209,0.171
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2018,0.568,0.242,78.5,1.89,0.612,0.213,0.175
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2019,0.56,0.259,78.8,1.78,0.599,0.212,0.189
"TR51","Ankara",2009,0.457,0.333,77.1,1.66,0.54,0.223,0.237
"TR51","Ankara",2010,0.473,0.326,78.1,1.63,0.55,0.219,0.231
"TR51","Ankara",2011,0.484,0.314,78.5,1.64,0.539,0.224,0.237
"TR51","Ankara",2012,0.493,0.3,78.8,1.67,0.524,0.221,0.255
"TR51","Ankara",2013,0.504,0.26,79.3,1.69,0.514,0.228,0.258
"TR51","Ankara",2014,0.533,0.241,79.4,1.76,0.504,0.227,0.268
"TR51","Ankara",2015,0.539,0.239,79.3,1.76,0.499,0.227,0.274
"TR51","Ankara",2016,0.55,0.243,79.2,1.73,0.496,0.217,0.286
"TR51","Ankara",2017,0.552,0.243,79.4,1.71,0.494,0.217,0.288
"TR51","Ankara",2018,0.543,0.233,79.6,1.65,0.479,0.227,0.294
"TR51","Ankara",2019,0.547,0.257,79.9,1.53,0.462,0.224,0.314
"TR52","Konya, Karaman",2009,0.538,0.31,75.8,2.11,0.763,0.127,0.11
"TR52","Konya, Karaman",2010,0.525,0.305,76.4,2.07,0.77,0.122,0.108
"TR52","Konya, Karaman",2011,0.505,0.31,76.8,2.1,0.774,0.12,0.106
"TR52","Konya, Karaman",2012,0.5,0.312,77.6,2.15,0.759,0.126,0.115
"TR52","Konya, Karaman",2013,0.501,0.281,78.3,2.15,0.759,0.126,0.115
"TR52","Konya, Karaman",2014,0.511,0.272,78.1,2.21,0.741,0.134,0.125
"TR52","Konya, Karaman",2015,0.533,0.251,78.5,2.18,0.722,0.138,0.139
"TR52","Konya, Karaman",2016,0.522,0.248,78.4,2.16,0.725,0.129,0.146
"TR52","Konya, Karaman",2017,0.526,0.262,78.4,2.11,0.729,0.124,0.147
"TR52","Konya, Karaman",2018,0.531,0.269,78.8,2.05,0.729,0.123,0.148
"TR52","Konya, Karaman",2019,0.531,0.281,79.2,1.92,0.705,0.131,0.164
"TR61","Antalya, Isparta, Burdur",2009,0.571,0.286,77.8,1.85,0.734,0.161,0.105
"TR61","Antalya, Isparta, Burdur",2010,0.591,0.269,77.9,1.8,0.704,0.162,0.134
"TR61","Antalya, Isparta, Burdur",2011,0.597,0.257,78.4,1.79,0.674,0.179,0.148
"TR61","Antalya, Isparta, Burdur",2012,0.586,0.239,78.6,1.85,0.659,0.191,0.149
"TR61","Antalya, Isparta, Burdur",2013,0.588,0.226,79.2,1.83,0.664,0.178,0.159
"TR61","Antalya, Isparta, Burdur",2014,0.587,0.215,79.3,1.9,0.647,0.189,0.164
"TR61","Antalya, Isparta, Burdur",2015,0.578,0.234,79.4,1.91,0.627,0.191,0.182
"TR61","Antalya, Isparta, Burdur",2016,0.592,0.241,79.2,1.88,0.596,0.199,0.204
"TR61","Antalya, Isparta, Burdur",2017,0.586,0.242,79.4,1.8,0.594,0.201,0.206
"TR61","Antalya, Isparta, Burdur",2018,0.592,0.235,79.7,1.71,0.582,0.203,0.214
"TR61","Antalya, Isparta, Burdur",2019,0.593,0.237,79.9,1.59,0.564,0.209,0.228
"TR62","Adana, Mersin",2009,0.517,0.386,76,2.09,0.734,0.174,0.092
"TR62","Adana, Mersin",2010,0.533,0.325,76.6,2.07,0.718,0.179,0.102
"TR62","Adana, Mersin",2011,0.525,0.308,77,2.06,0.709,0.178,0.113
"TR62","Adana, Mersin",2012,0.506,0.316,77.5,2.15,0.691,0.181,0.128
"TR62","Adana, Mersin",2013,0.509,0.308,77.7,2.18,0.683,0.192,0.126
"TR62","Adana, Mersin",2014,0.509,0.316,77.9,2.27,0.678,0.179,0.142
"TR62","Adana, Mersin",2015,0.523,0.295,77.6,2.25,0.678,0.17,0.152
"TR62","Adana, Mersin",2016,0.518,0.299,77.5,2.21,0.675,0.169,0.156
"TR62","Adana, Mersin",2017,0.517,0.286,78.2,2.16,0.652,0.184,0.164
"TR62","Adana, Mersin",2018,0.519,0.295,78.7,2.08,0.633,0.194,0.173
"TR62","Adana, Mersin",2019,0.515,0.308,78.6,1.94,0.625,0.194,0.181
"TR63","Hatay, Kahramanmaraş, Osmaniye",2009,0.463,0.448,76.7,2.57,0.815,0.121,0.065
"TR63","Hatay, Kahramanmaraş, Osmaniye",2010,0.496,0.396,77.4,2.56,0.804,0.126,0.07
"TR63","Hatay, Kahramanmaraş, Osmaniye",2011,0.5,0.377,77.5,2.53,0.775,0.141,0.084
"TR63","Hatay, Kahramanmaraş, Osmaniye",2012,0.492,0.346,78,2.61,0.769,0.133,0.098
"TR63","Hatay, Kahramanmaraş, Osmaniye",2013,0.469,0.334,78.5,2.63,0.772,0.138,0.091
"TR63","Hatay, Kahramanmaraş, Osmaniye",2014,0.451,0.379,78.3,2.72,0.759,0.147,0.094
"TR63","Hatay, Kahramanmaraş, Osmaniye",2015,0.444,0.36,78.4,2.65,0.731,0.157,0.113
"TR63","Hatay, Kahramanmaraş, Osmaniye",2016,0.482,0.311,78.2,2.61,0.707,0.165,0.128
"TR63","Hatay, Kahramanmaraş, Osmaniye",2017,0.501,0.306,78.6,2.53,0.72,0.158,0.121
"TR63","Hatay, Kahramanmaraş, Osmaniye",2018,0.515,0.309,79.1,2.42,0.727,0.15,0.123
"TR63","Hatay, Kahramanmaraş, Osmaniye",2019,0.5,0.341,79,2.3,0.688,0.159,0.153
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2009,0.446,0.444,75.8,2.1,0.76,0.15,0.09
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2010,0.475,0.366,76.4,2.02,0.757,0.147,0.096
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2011,0.477,0.33,76.5,2,0.747,0.152,0.1
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2012,0.478,0.327,77.6,2.01,0.718,0.162,0.12
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2013,0.498,0.282,78.1,2,0.715,0.156,0.128
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2014,0.505,0.275,77.7,2.08,0.716,0.164,0.12
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2015,0.541,0.26,78.2,2.02,0.708,0.161,0.132
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2016,0.554,0.276,78.1,2,0.717,0.163,0.12
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2017,0.534,0.307,78.1,1.93,0.69,0.169,0.141
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2018,0.542,0.278,78.7,1.87,0.673,0.176,0.151
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2019,0.539,0.279,78.7,1.77,0.668,0.175,0.157
"TR72","Kayseri, Sivas, Yozgat",2009,0.413,0.436,75.7,2.15,0.742,0.165,0.094
"TR72","Kayseri, Sivas, Yozgat",2010,0.455,0.393,76.6,2.07,0.737,0.158,0.105
"TR72","Kayseri, Sivas, Yozgat",2011,0.516,0.33,76.9,2.07,0.756,0.15,0.094
"TR72","Kayseri, Sivas, Yozgat",2012,0.526,0.301,77.7,2.07,0.746,0.148,0.106
"TR72","Kayseri, Sivas, Yozgat",2013,0.518,0.301,78,2.04,0.687,0.167,0.146
"TR72","Kayseri, Sivas, Yozgat",2014,0.498,0.278,77.9,2.12,0.691,0.174,0.135
"TR72","Kayseri, Sivas, Yozgat",2015,0.51,0.268,77.7,2.09,0.691,0.166,0.143
"TR72","Kayseri, Sivas, Yozgat",2016,0.517,0.257,77.8,2.05,0.677,0.176,0.148
"TR72","Kayseri, Sivas, Yozgat",2017,0.514,0.279,78.3,1.98,0.673,0.177,0.15
"TR72","Kayseri, Sivas, Yozgat",2018,0.499,0.306,78.7,1.88,0.667,0.178,0.155
"TR72","Kayseri, Sivas, Yozgat",2019,0.496,0.304,79.1,1.78,0.645,0.185,0.17
"TR81","Zonguldak, Karabük, Bartın",2009,0.587,0.3,75.9,1.69,0.778,0.134,0.088
"TR81","Zonguldak, Karabük, Bartın",2010,0.547,0.32,76.8,1.63,0.752,0.147,0.101
"TR81","Zonguldak, Karabük, Bartın",2011,0.586,0.238,77,1.59,0.739,0.154,0.108
"TR81","Zonguldak, Karabük, Bartın",2012,0.601,0.222,77.3,1.57,0.748,0.149,0.103
"TR81","Zonguldak, Karabük, Bartın",2013,0.576,0.265,78,1.57,0.736,0.169,0.096
"TR81","Zonguldak, Karabük, Bartın",2014,0.548,0.275,78,1.59,0.752,0.147,0.1
"TR81","Zonguldak, Karabük, Bartın",2015,0.544,0.252,78.1,1.55,0.735,0.161,0.103
"TR81","Zonguldak, Karabük, Bartın",2016,0.54,0.255,78,1.48,0.7,0.187,0.113
"TR81","Zonguldak, Karabük, Bartın",2017,0.532,0.243,78.4,1.46,0.685,0.19,0.125
"TR81","Zonguldak, Karabük, Bartın",2018,0.526,0.3,78.2,1.44,0.671,0.181,0.148
"TR81","Zonguldak, Karabük, Bartın",2019,0.538,0.278,79.1,1.38,0.639,0.185,0.176
"TR82","Kastamonu, Çankırı, Sinop",2009,0.536,0.339,75.7,1.8,0.758,0.152,0.09
"TR82","Kastamonu, Çankırı, Sinop",2010,0.585,0.257,76.8,1.76,0.753,0.15,0.096
"TR82","Kastamonu, Çankırı, Sinop",2011,0.624,0.227,76.9,1.74,0.745,0.147,0.107
"TR82","Kastamonu, Çankırı, Sinop",2012,0.57,0.212,77.2,1.76,0.745,0.147,0.108
"TR82","Kastamonu, Çankırı, Sinop",2013,0.499,0.223,78.5,1.71,0.756,0.143,0.101
"TR82","Kastamonu, Çankırı, Sinop",2014,0.575,0.2,78,1.7,0.734,0.161,0.105
"TR82","Kastamonu, Çankırı, Sinop",2015,0.579,0.182,78.1,1.68,0.727,0.151,0.121
"TR82","Kastamonu, Çankırı, Sinop",2016,0.618,0.169,78.3,1.67,0.728,0.146,0.126
"TR82","Kastamonu, Çankırı, Sinop",2017,0.613,0.199,78.6,1.61,0.709,0.147,0.143
"TR82","Kastamonu, Çankırı, Sinop",2018,0.608,0.189,78.7,1.6,0.683,0.158,0.159
"TR82","Kastamonu, Çankırı, Sinop",2019,0.58,0.251,79.2,1.56,0.659,0.177,0.164
"TR83","Samsun, Tokat, Çorum, Amasya",2009,0.568,0.308,75.8,1.88,0.774,0.128,0.098
"TR83","Samsun, Tokat, Çorum, Amasya",2010,0.521,0.319,76.7,1.83,0.767,0.127,0.106
"TR83","Samsun, Tokat, Çorum, Amasya",2011,0.542,0.277,76.9,1.79,0.767,0.131,0.101
"TR83","Samsun, Tokat, Çorum, Amasya",2012,0.505,0.3,77.6,1.83,0.744,0.151,0.106
"TR83","Samsun, Tokat, Çorum, Amasya",2013,0.525,0.275,78.1,1.82,0.756,0.142,0.101
"TR83","Samsun, Tokat, Çorum, Amasya",2014,0.524,0.274,77.9,1.85,0.738,0.138,0.124
"TR83","Samsun, Tokat, Çorum, Amasya",2015,0.535,0.228,78.2,1.8,0.719,0.15,0.131
"TR83","Samsun, Tokat, Çorum, Amasya",2016,0.551,0.232,78.2,1.77,0.716,0.148,0.136
"TR83","Samsun, Tokat, Çorum, Amasya",2017,0.552,0.24,78.5,1.75,0.71,0.142,0.148
"TR83","Samsun, Tokat, Çorum, Amasya",2018,0.585,0.241,78.9,1.71,0.704,0.148,0.148
"TR83","Samsun, Tokat, Çorum, Amasya",2019,0.569,0.258,79.1,1.64,0.684,0.158,0.158
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2009,0.623,0.294,77.2,1.84,0.749,0.174,0.077
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2010,0.601,0.311,78.4,1.79,0.736,0.172,0.092
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2011,0.595,0.302,78.6,1.76,0.732,0.165,0.103
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2012,0.58,0.331,79.1,1.77,0.741,0.164,0.095
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2013,0.54,0.316,80.1,1.76,0.704,0.182,0.113
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2014,0.561,0.266,79.7,1.79,0.702,0.174,0.124
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2015,0.573,0.255,80,1.77,0.67,0.181,0.148
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2016,0.583,0.234,79.9,1.76,0.643,0.185,0.172
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2017,0.579,0.258,79.7,1.71,0.643,0.186,0.17
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2018,0.583,0.263,80.6,1.68,0.642,0.19,0.168
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",2019,0.606,0.269,80.7,1.6,0.624,0.197,0.179
"TRA1","Erzurum, Erzincan, Bayburt",2009,0.532,0.347,75,2.31,0.727,0.169,0.104
"TRA1","Erzurum, Erzincan, Bayburt",2010,0.542,0.334,76.4,2.29,0.759,0.147,0.094
"TRA1","Erzurum, Erzincan, Bayburt",2011,0.519,0.334,76,2.35,0.757,0.151,0.092
"TRA1","Erzurum, Erzincan, Bayburt",2012,0.498,0.308,77.1,2.34,0.708,0.162,0.13
"TRA1","Erzurum, Erzincan, Bayburt",2013,0.518,0.279,77.5,2.32,0.711,0.158,0.131
"TRA1","Erzurum, Erzincan, Bayburt",2014,0.532,0.273,78,2.39,0.763,0.136,0.101
"TRA1","Erzurum, Erzincan, Bayburt",2015,0.533,0.265,77.9,2.33,0.745,0.144,0.111
"TRA1","Erzurum, Erzincan, Bayburt",2016,0.52,0.238,78.1,2.29,0.698,0.164,0.138
"TRA1","Erzurum, Erzincan, Bayburt",2017,0.516,0.237,78.3,2.21,0.668,0.171,0.161
"TRA1","Erzurum, Erzincan, Bayburt",2018,0.505,0.274,78.8,2.08,0.654,0.17,0.175
"TRA1","Erzurum, Erzincan, Bayburt",2019,0.499,0.3,79.1,2.01,0.61,0.175,0.215
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2009,0.516,0.488,74.4,3.21,0.849,0.099,0.052
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2010,0.516,0.448,74.4,3.4,0.816,0.12,0.064
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2011,0.552,0.389,73.7,3.38,0.812,0.121,0.067
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2012,0.56,0.342,75.5,3.36,0.779,0.132,0.088
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2013,0.593,0.333,76.6,3.29,0.793,0.126,0.082
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2014,0.566,0.333,76.7,3.34,0.821,0.102,0.077
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2015,0.561,0.298,77,3.21,0.795,0.103,0.102
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2016,0.529,0.33,77.4,3.13,0.786,0.125,0.089
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2017,0.526,0.354,77.8,3.06,0.776,0.13,0.093
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2018,0.516,0.362,78,2.81,0.795,0.111,0.094
"TRA2","Ağrı, Kars, Iğdır, Ardahan",2019,0.487,0.406,78.6,2.71,0.79,0.105,0.105
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2009,0.465,0.431,76.2,2.07,0.753,0.169,0.078
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2010,0.483,0.376,76.9,2.04,0.745,0.157,0.098
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2011,0.485,0.367,77.5,2.03,0.722,0.163,0.115
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2012,0.502,0.317,78.2,2.02,0.724,0.167,0.109
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2013,0.545,0.249,78.6,2,0.73,0.162,0.108
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2014,0.487,0.274,78.8,2.1,0.669,0.177,0.154
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2015,0.497,0.282,79.1,2.05,0.652,0.187,0.161
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2016,0.512,0.261,78.8,2.03,0.631,0.185,0.184
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2017,0.538,0.243,79.2,2.02,0.63,0.189,0.181
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2018,0.545,0.249,80.1,1.95,0.649,0.171,0.179
"TRB1","Malatya, Elazığ, Bingöl, Tunceli",2019,0.535,0.279,80,1.87,0.62,0.172,0.208
"TRB2","Van, Muş, Bitlis, Hakkari",2009,0.415,0.557,73,3.69,0.811,0.124,0.065
"TRB2","Van, Muş, Bitlis, Hakkari",2010,0.441,0.526,74,3.63,0.819,0.113,0.068
"TRB2","Van, Muş, Bitlis, Hakkari",2011,0.476,0.453,73.9,3.53,0.815,0.107,0.078
"TRB2","Van, Muş, Bitlis, Hakkari",2012,0.461,0.449,76.4,3.44,0.818,0.103,0.078
"TRB2","Van, Muş, Bitlis, Hakkari",2013,0.462,0.452,76.3,3.47,0.835,0.093,0.072
"TRB2","Van, Muş, Bitlis, Hakkari",2014,0.496,0.421,76.9,3.46,0.822,0.108,0.07
"TRB2","Van, Muş, Bitlis, Hakkari",2015,0.482,0.392,77.2,3.29,0.824,0.105,0.071
"TRB2","Van, Muş, Bitlis, Hakkari",2016,0.436,0.413,77.4,3.16,0.822,0.097,0.082
"TRB2","Van, Muş, Bitlis, Hakkari",2017,0.489,0.393,77.6,3.13,0.81,0.104,0.086
"TRB2","Van, Muş, Bitlis, Hakkari",2018,0.499,0.432,78.4,2.94,0.784,0.116,0.1
"TRB2","Van, Muş, Bitlis, Hakkari",2019,0.524,0.441,78.6,2.84,0.744,0.121,0.134
"TRC1","Gaziantep, Adıyaman, Kilis",2009,0.418,0.488,75.3,2.97,0.842,0.11,0.048
"TRC1","Gaziantep, Adıyaman, Kilis",2010,0.457,0.422,76.2,2.93,0.805,0.126,0.07
"TRC1","Gaziantep, Adıyaman, Kilis",2011,0.431,0.439,76.8,2.92,0.82,0.11,0.07
"TRC1","Gaziantep, Adıyaman, Kilis",2012,0.441,0.407,77.4,3.01,0.816,0.105,0.078
"TRC1","Gaziantep, Adıyaman, Kilis",2013,0.458,0.362,77.3,3.01,0.764,0.125,0.11
"TRC1","Gaziantep, Adıyaman, Kilis",2014,0.447,0.355,77.4,3.14,0.754,0.135,0.111
"TRC1","Gaziantep, Adıyaman, Kilis",2015,0.446,0.335,77.7,3.07,0.727,0.14,0.133
"TRC1","Gaziantep, Adıyaman, Kilis",2016,0.466,0.359,77,2.97,0.717,0.139,0.144
"TRC1","Gaziantep, Adıyaman, Kilis",2017,0.479,0.369,78,2.87,0.733,0.134,0.133
"TRC1","Gaziantep, Adıyaman, Kilis",2018,0.481,0.378,78.1,2.79,0.726,0.14,0.134
"TRC1","Gaziantep, Adıyaman, Kilis",2019,0.492,0.379,77.8,2.59,0.72,0.135,0.145
"TRC2","Şanlıurfa, Diyarbakır",2009,0.343,0.578,75.2,3.73,0.84,0.108,0.053
"TRC2","Şanlıurfa, Diyarbakır",2010,0.337,0.533,75.4,3.77,0.809,0.113,0.078
"TRC2","Şanlıurfa, Diyarbakır",2011,0.329,0.497,75.9,3.78,0.815,0.108,0.077
"TRC2","Şanlıurfa, Diyarbakır",2012,0.293,0.529,NA,3.8,0.841,0.096,0.063
"TRC2","Şanlıurfa, Diyarbakır",2013,0.383,0.455,77.5,3.75,0.843,0.088,0.069
"TRC2","Şanlıurfa, Diyarbakır",2014,0.434,0.429,77.9,3.91,0.837,0.087,0.076
"TRC2","Şanlıurfa, Diyarbakır",2015,0.448,0.433,78.4,3.81,0.824,0.095,0.081
"TRC2","Şanlıurfa, Diyarbakır",2016,0.465,0.413,77.7,3.75,0.807,0.095,0.098
"TRC2","Şanlıurfa, Diyarbakır",2017,0.491,0.382,78.8,3.73,0.778,0.102,0.12
"TRC2","Şanlıurfa, Diyarbakır",2018,0.491,0.393,79.4,3.57,0.782,0.104,0.114
"TRC2","Şanlıurfa, Diyarbakır",2019,0.476,0.448,78.7,3.36,0.784,0.096,0.12
"TRC3","Mardin, Batman, Şırnak, Siirt",2009,0.32,0.578,76.9,3.79,0.829,0.127,0.045
"TRC3","Mardin, Batman, Şırnak, Siirt",2010,0.366,0.482,76.7,3.74,0.805,0.128,0.067
"TRC3","Mardin, Batman, Şırnak, Siirt",2011,0.34,0.5,77.6,3.6,0.797,0.119,0.085
"TRC3","Mardin, Batman, Şırnak, Siirt",2012,0.347,0.538,NA,3.61,0.791,0.119,0.089
"TRC3","Mardin, Batman, Şırnak, Siirt",2013,0.37,0.473,NA,3.52,0.791,0.131,0.078
"TRC3","Mardin, Batman, Şırnak, Siirt",2014,0.385,0.451,NA,3.67,0.811,0.118,0.07
"TRC3","Mardin, Batman, Şırnak, Siirt",2015,0.395,0.44,NA,3.51,0.79,0.115,0.094
"TRC3","Mardin, Batman, Şırnak, Siirt",2016,0.403,0.456,78.3,3.28,0.755,0.133,0.113
"TRC3","Mardin, Batman, Şırnak, Siirt",2017,0.398,0.427,NA,3.32,0.774,0.111,0.115
"TRC3","Mardin, Batman, Şırnak, Siirt",2018,0.417,0.424,NA,3.17,0.764,0.107,0.129
"TRC3","Mardin, Batman, Şırnak, Siirt",2019,0.447,0.434,80.1,2.99,0.742,0.124,0.134
"UKC1","Tees Valley and Durham",2009,0.619,0.182,79.1,1.91,0.311,0.437,0.252
"UKC1","Tees Valley and Durham",2010,0.649,0.161,79.8,1.99,0.259,0.446,0.294
"UKC1","Tees Valley and Durham",2011,0.647,0.195,79.8,1.97,0.27,0.45,0.279
"UKC1","Tees Valley and Durham",2012,0.637,0.212,80.1,1.95,0.271,0.453,0.276
"UKC1","Tees Valley and Durham",2013,0.633,0.19,79.8,1.84,0.265,0.461,0.274
"UKC1","Tees Valley and Durham",2014,0.652,0.173,79.6,1.82,0.252,0.442,0.307
"UKC1","Tees Valley and Durham",2015,0.646,0.183,79.6,1.8,0.238,0.416,0.345
"UKC1","Tees Valley and Durham",2016,0.65,0.173,79.6,1.77,0.245,0.428,0.327
"UKC1","Tees Valley and Durham",2017,0.657,0.136,79.8,1.71,0.262,0.413,0.324
"UKC1","Tees Valley and Durham",2018,0.653,0.114,79.8,1.66,0.267,0.411,0.322
"UKC1","Tees Valley and Durham",2019,0.648,0.189,NA,NA,0.246,0.436,0.318
"UKC2","Northumberland and Tyne and Wear",2009,0.664,0.173,79.6,1.74,0.292,0.434,0.274
"UKC2","Northumberland and Tyne and Wear",2010,0.651,0.169,79.6,1.78,0.269,0.443,0.288
"UKC2","Northumberland and Tyne and Wear",2011,0.647,0.153,79.9,1.75,0.238,0.44,0.322
"UKC2","Northumberland and Tyne and Wear",2012,0.667,0.15,80,1.74,0.238,0.447,0.315
"UKC2","Northumberland and Tyne and Wear",2013,0.662,0.164,80.2,1.67,0.249,0.436,0.315
"UKC2","Northumberland and Tyne and Wear",2014,0.674,0.157,79.9,1.63,0.236,0.445,0.319
"UKC2","Northumberland and Tyne and Wear",2015,0.663,0.169,79.9,1.63,0.217,0.43,0.353
"UKC2","Northumberland and Tyne and Wear",2016,0.67,0.147,80.1,1.66,0.237,0.388,0.375
"UKC2","Northumberland and Tyne and Wear",2017,0.668,0.143,80.2,1.58,0.229,0.406,0.366
"UKC2","Northumberland and Tyne and Wear",2018,0.65,0.163,79.9,1.53,0.22,0.433,0.347
"UKC2","Northumberland and Tyne and Wear",2019,0.658,0.144,NA,NA,0.233,0.407,0.36
"UKD1","Cumbria",2009,0.677,0.161,80.6,1.9,0.256,0.456,0.289
"UKD1","Cumbria",2010,0.691,0.226,80.5,1.91,0.254,0.414,0.332
"UKD1","Cumbria",2011,0.684,0.159,80.6,1.91,0.24,0.447,0.313
"UKD1","Cumbria",2012,0.694,0.113,80.9,1.91,0.222,0.46,0.318
"UKD1","Cumbria",2013,0.696,0.102,81,1.85,0.214,0.443,0.344
"UKD1","Cumbria",2014,0.675,0.122,81.3,1.83,0.206,0.461,0.333
"UKD1","Cumbria",2015,0.7,0.109,81.4,1.85,0.197,0.469,0.334
"UKD1","Cumbria",2016,0.667,0.134,81,1.84,0.208,0.429,0.363
"UKD1","Cumbria",2017,0.689,0.084,81.4,1.78,0.211,0.457,0.332
"UKD1","Cumbria",2018,0.689,0.079,81.6,1.7,0.178,0.471,0.351
"UKD1","Cumbria",2019,0.712,0.068,NA,NA,0.181,0.457,0.362
"UKD3","Greater Manchester",2009,0.668,0.152,78.7,1.97,0.271,0.423,0.305
"UKD3","Greater Manchester",2010,0.664,0.164,79,1.99,0.266,0.42,0.314
"UKD3","Greater Manchester",2011,0.673,0.178,79.5,1.96,0.266,0.393,0.341
"UKD3","Greater Manchester",2012,0.669,0.159,79.5,1.97,0.256,0.396,0.348
"UKD3","Greater Manchester",2013,0.663,0.17,79.7,1.92,0.255,0.384,0.361
"UKD3","Greater Manchester",2014,0.679,0.153,79.7,1.88,0.222,0.401,0.377
"UKD3","Greater Manchester",2015,0.673,0.139,79.5,1.87,0.219,0.392,0.389
"UKD3","Greater Manchester",2016,0.682,0.134,79.7,1.87,0.23,0.376,0.394
"UKD3","Greater Manchester",2017,0.682,0.114,79.7,1.8,0.22,0.395,0.385
"UKD3","Greater Manchester",2018,0.686,0.128,80,1.74,0.22,0.392,0.388
"UKD3","Greater Manchester",2019,0.693,0.13,NA,NA,0.205,0.383,0.412
"UKD4","Lancashire",2009,0.661,0.174,79.1,1.99,0.266,0.433,0.301
